# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = normal_model
# start_datetime = 2023-10-02 10:28:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/normal_data_1.json
# init = 2 (Default)
# random
#   seed = 4145551467 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/normal_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_k,sigma_k,Kmat_pred
-40.8008,0.932983,0.495758,1,3,0,43.0103,143.858,10.1638,154.169
-41.1679,0.834168,0.495758,2,7,0,42.9337,150.683,2.01637,151.307
-40.1363,0.749055,0.495758,2,3,0,43.8915,149.351,7.87076,147.77
-40.3828,0.827691,0.495758,3,7,0,41.1304,150.769,8.42946,142.893
-40.2159,0.972336,0.495758,3,7,0,41.463,147.685,9.10257,141.49
-41.6629,0.758548,0.495758,2,7,0,44.1738,152.234,14.2295,166.451
-41.3921,1,0.495758,3,7,0,41.655,143.775,2.06691,148.102
-44.7456,0.859805,0.495758,2,7,0,48.4061,140.356,0.478357,141.51
-43.3992,1,0.495758,2,3,0,45.0549,142.977,0.387977,143.524
-41.3214,0.954248,0.495758,3,7,0,43.7584,144.546,1.70935,145.477
-41.0975,0.976165,0.495758,3,7,0,41.746,147.695,13.1616,134.298
-40.0786,0.568183,0.495758,2,3,0,42.8146,148.996,5.05123,149.926
-40.6341,0.969623,0.495758,2,3,0,40.8125,147.388,11.25,144.267
-40.6341,0.598357,0.495758,1,1,0,41.4654,147.388,11.25,160.019
-41.0132,0.99966,0.495758,2,7,0,41.2087,151.589,3.21445,153.026
-42.4224,0.998365,0.495758,3,7,0,42.6519,143.946,0.689659,143.697
-41.2721,0.944608,0.495758,3,7,0,42.712,153.954,7.4008,143.817
-40.6014,1,0.495758,2,3,0,41.2967,151.278,9.56133,166.545
-40.5912,0.922082,0.495758,2,7,0,41.839,145.582,2.83944,150.79
-40.4124,0.974276,0.495758,2,7,0,41.4529,150.947,5.30155,143.156
-41.201,0.985808,0.495758,2,3,0,41.5206,151.064,12.9054,163.146
-41.1548,0.895254,0.495758,3,7,0,41.6952,146.455,1.35621,145.534
-40.4717,0.976198,0.495758,2,5,0,42.1407,150.406,9.61608,157.734
-41.1452,0.656863,0.495758,2,3,0,41.7428,150.519,1.96592,153.439
-40.6354,0.913532,0.495758,2,5,0,42.7957,143.357,6.92885,139.334
-40.3913,0.904483,0.495758,3,7,0,41.4156,148.957,3.16027,146.241
-42.0147,0.845524,0.495758,3,7,0,44.7955,151.979,15.7507,159.463
-44.3788,0.386438,0.495758,2,3,0,44.954,152.476,24.1219,143.462
-44.3127,0.45887,0.495758,2,3,0,46.8937,155.693,22.9268,139.339
-44.3127,0.125574,0.495758,2,7,0,46.3345,155.693,22.9268,164.997
-41.242,1,0.495758,3,7,0,43.6062,152.589,3.82203,145.978
-40.7088,1,0.495758,2,7,0,41.782,144.241,3.63548,140.52
-42.5107,0.976391,0.495758,3,7,0,42.7584,150.868,0.555711,150.024
-40.6249,1,0.495758,2,3,0,42.4938,147.63,2.20805,147.462
-40.8994,0.933422,0.495758,2,3,0,41.7728,143.589,10.427,144.819
-40.8994,0.813877,0.495758,1,3,0,43.6089,143.589,10.427,127.817
-41.5519,0.997671,0.495758,3,7,0,41.7083,140.934,6.95908,149.274
-41.4391,0.968414,0.495758,2,3,0,41.9482,142.23,11.7356,145.966
-41.242,0.998282,0.495758,2,3,0,41.6773,142.233,4.73083,146.662
-40.8665,0.982617,0.495758,3,7,0,41.6623,152.785,8.64221,148.351
-40.142,0.998522,0.495758,3,7,0,40.9249,149.901,6.55775,135.747
-40.2489,0.994642,0.495758,2,3,0,40.2763,150.506,6.46876,154.461
-40.7746,0.901331,0.495758,2,7,0,41.07,149.788,2.39983,149.653
-40.9186,0.999265,0.495758,2,3,0,41.1023,148.846,1.75226,151.041
-40.7032,1,0.495758,2,3,0,41.156,146.92,2.07929,150.301
-42.2331,0.969086,0.495758,3,7,0,42.3933,143.605,0.94905,143.811
-42.1688,0.999605,0.495758,3,7,0,43.1341,151.567,1.00615,151.92
-42.9892,0.94726,0.495758,2,3,0,43.3616,153.135,0.931736,153.904
-41.8731,1,0.495758,2,3,0,43.1262,149.831,0.790119,150.008
-42.4375,0.962824,0.495758,2,3,0,42.6101,151.603,0.780949,152.466
-41.5243,0.998899,0.495758,3,7,0,42.5859,147.372,0.875017,146.98
-40.2206,1,0.495758,1,3,0,44.3956,146.611,3.76308,143.377
-40.0511,0.957902,0.495758,3,7,0,41.4822,148.348,4.77414,154.697
-40.5748,0.956969,0.495758,2,5,0,41.0416,143.584,7.26131,141.672
-42.8037,0.658207,0.495758,3,7,0,43.8453,141.604,1.43327,142.127
-43.9264,0.99878,0.495758,3,7,0,44.3951,153.079,0.356533,153.202
-43.6543,1,0.495758,3,7,0,44.5631,142.663,0.349325,142.751
-44.8725,0.99653,0.495758,3,7,0,45.1545,152.773,0.117619,152.698
-41.8651,0.991458,0.495758,2,3,0,45.0589,148.407,0.640407,148.461
-41.2386,0.995878,0.495758,1,3,0,42.2722,147.557,1.16603,146.355
-41.0956,0.972575,0.495758,2,5,0,42.7931,150.524,2.07129,151.433
-41.0156,0.988072,0.495758,2,7,0,41.3858,149.179,1.66221,148.035
-40.9908,0.997571,0.495758,2,7,0,41.8121,147.12,12.6961,116.941
-40.148,1,0.495758,2,7,0,41.736,149.922,6.77166,152.329
-40.0517,0.999778,0.495758,2,3,0,40.1583,149.14,5.77063,148.313
-42.1254,0.828731,0.495758,2,7,0,43.9631,152.785,15.8062,139.404
-41.2593,0.794423,0.495758,2,3,0,44.5056,148.549,13.7659,149.807
-41.458,1,0.495758,3,7,0,42.1661,145.763,1.10487,145.483
-40.89,0.954864,0.495758,2,7,0,41.6996,149.123,1.8766,150.479
-40.0012,0.888625,0.495758,2,5,0,42.5414,148.642,6.41175,151.078
-41.5859,0.827273,0.495758,3,7,0,41.7537,150.681,1.32162,152.454
-42.0482,0.99619,0.495758,3,7,0,42.9136,144.658,0.793929,145.119
-42.0501,0.999221,0.495758,2,7,0,42.5711,149.708,0.644094,150.081
-40.7725,0.801085,0.495758,1,3,0,44.1514,149.563,2.29431,152.316
-40.7862,1,0.495758,1,1,0,40.8295,149.483,2.22641,149.274
-41.2581,0.959178,0.495758,3,7,0,42.1685,147.154,13.715,137.277
-41.9891,0.785663,0.495758,3,7,0,44.0443,148.43,0.566539,148.991
-40.3855,0.996416,0.495758,2,5,0,42.377,144.692,4.81675,151.94
-40.0464,0.942824,0.495758,2,7,0,42.3475,148.855,5.29182,145.838
-40.3465,0.963473,0.495758,3,7,0,41.0964,148.861,9.73087,130.61
-40.0151,1,0.495758,2,3,0,40.291,148.145,5.07043,138.848
-39.9716,0.999957,0.495758,2,7,0,40.0224,147.362,6.01686,144.479
-40.3403,0.959121,0.495758,2,3,0,40.4956,146.448,9.55423,147.374
-40.0775,0.997672,0.495758,3,7,0,40.893,146.478,4.88271,147.527
-40.2453,0.995572,0.495758,3,7,0,40.3013,145.517,8.18595,143.307
-40.4541,0.933297,0.495758,1,1,0,40.4713,145.543,9.70703,151.581
-40.3966,0.890179,0.495758,2,3,0,41.0572,149.053,3.18639,151.851
-41.9271,0.927451,0.495758,2,7,0,42.0921,148.638,0.614907,148.834
-40.0027,0.995801,0.495758,3,7,0,41.9864,146.714,6.03212,143.728
-40.2489,0.965509,0.495758,2,7,0,40.4791,149.403,8.84336,151.498
-40.1105,1,0.495758,2,3,0,40.2614,148.754,4.51676,150.682
-40.0861,1,0.495758,1,1,0,40.1155,148.788,4.75434,149.042
-40.1707,0.99595,0.495758,2,3,0,40.2061,149.111,8.41442,150.858
-39.9739,0.999696,0.495758,3,7,0,40.2963,147.276,6.03695,148.938
-40.4084,0.962322,0.495758,2,3,0,40.4754,150.305,4.18175,147.854
-41.086,0.977005,0.495758,2,7,0,41.4256,143.489,3.16773,145.23
-40.5262,0.9963,0.495758,3,7,0,41.4637,147.971,2.47663,148.578
-40.4269,0.990948,0.495758,2,5,0,40.8696,149.388,3.25751,149.731
-41.1976,0.977648,0.495758,3,7,0,41.7424,147.583,1.21565,147.154
-42.5884,0.849581,0.495758,2,7,0,43.0417,153.271,1.48004,154.729
-41.924,0.984329,0.495758,3,7,0,43.9486,140.619,5.38606,142.283
-42.781,0.992467,0.495758,2,3,0,43.5842,140.307,15.9373,132.165
-42.8054,0.408253,0.495758,2,7,0,44.9161,141.399,1.61014,141.055
-39.9809,0.963713,0.495758,3,7,0,43.2566,148.215,5.82513,146.923
-40.5132,0.948968,0.495758,3,7,0,40.5589,146.825,2.57733,146.707
-40.6223,0.991967,0.495758,2,7,0,41.0609,150.432,3.33908,148.02
-40.879,0.962104,0.495758,3,7,0,41.5839,149.131,12.2096,137.719
-40.7476,0.823198,0.495758,3,7,0,41.8727,144.091,3.66789,142.731
-40.4704,0.995586,0.495758,2,3,0,40.8977,144.153,5.36045,147.008
-40.0336,0.947914,0.495758,3,7,0,41.5273,146.355,6.00567,137.499
-40.5708,0.888781,0.495758,2,7,0,41.31,150.439,10.2058,153.012
-42.028,0.573069,0.495758,3,7,0,43.7074,151.951,1.35403,153.356
-42.1734,0.901121,0.495758,2,3,0,44.1289,151.992,1.1933,152.724
-42.3653,0.967188,0.495758,2,7,0,43.8243,145.051,0.518547,144.985
-41.7536,1,0.495758,2,3,0,42.3859,147.15,0.699647,146.147
-41.652,0.99589,0.495758,2,3,0,41.9002,146.291,0.835648,145.022
-41.6266,0.972232,0.495758,2,7,0,42.077,148.14,0.799337,149.072
-41.7031,0.98455,0.495758,2,7,0,42.0425,146.443,0.778918,147.431
-44.2646,0.801289,0.495758,2,3,0,45.2087,139.662,1.27067,140.723
-42.2366,0.998628,0.495758,3,7,0,45.3126,155.28,5.412,160.923
-42.1204,0.997496,0.495758,3,7,0,42.4102,155.094,5.44219,156.741
-41.8671,1,0.495758,1,1,0,42.1998,154.921,6.18274,142.111
-41.2324,1,0.495758,3,7,0,42.533,145.319,1.52325,145.426
-41.4479,1,0.495758,2,3,0,41.5543,145.682,1.13334,144.892
-41.1657,0.992549,0.495758,3,7,0,42.7784,150.279,1.80131,151.705
-42.9617,1,0.495758,1,3,0,48.5576,149.666,0.256263,149.893
-43.4014,0.91806,0.495758,3,7,0,45.8913,144.317,0.22777,144.589
-43.139,0.864855,0.495758,3,7,0,45.3164,141.952,0.848312,143.036
-44.847,0.94241,0.495758,3,7,0,46.9123,141.001,0.277123,141.412
-42.4909,0.941917,0.495758,3,7,0,48.0437,145.991,0.376111,145.403
-42.439,1,0.495758,2,3,0,42.5159,146.046,0.392708,145.886
-41.9762,0.663451,0.495758,3,7,0,47.7419,139.991,7.33797,145.211
-40.1403,0.997974,0.495758,3,7,0,42.5421,146.652,4.21909,139.49
-40.7663,0.926967,0.495758,1,3,0,41.3622,146.488,2.02319,150.52
-41.642,0.996834,0.495758,2,3,0,41.7463,147.204,0.781074,145.65
-41.4417,0.999083,0.495758,2,3,0,41.7461,148.409,0.981266,148.151
-41.8021,0.910046,0.495758,3,7,0,43.2977,153.278,3.07735,153.5
-41.6491,0.979335,0.495758,2,3,0,42.5233,152.651,2.65855,155.106
-42.5486,1,0.495758,1,3,0,47.4436,150.6,0.491659,151.745
-42.5733,1,0.495758,1,1,0,42.6413,150.599,0.479532,150.949
-41.8468,0.989907,0.495758,2,3,0,42.8828,148.573,0.662159,148.248
-42.2248,0.829968,0.495758,2,7,0,43.7352,151.856,1.07071,151.927
-41.8641,0.94828,0.495758,3,7,0,42.9282,146.739,0.643023,146.422
-40.1881,0.893995,0.495758,3,7,0,42.4743,146.03,8.22992,146.705
-43.7105,0.501166,0.495758,3,7,0,44.1034,151.21,0.188477,151.255
-41.3544,0.718787,0.495758,2,7,0,49.6164,146.948,1.05853,146.642
-41.3715,0.992309,0.495758,2,7,0,41.7167,149.683,1.26839,150.103
-42.1672,0.897511,0.495758,3,7,0,43.3035,150.287,16.7901,147.228
-41.8695,0.965016,0.495758,2,3,0,43.019,152.243,1.79383,153.965
-40.7115,0.965429,0.495758,3,7,0,42.0997,143.123,7.44819,145.359
-41.173,0.986882,0.495758,2,3,0,41.2146,141.794,8.27333,133.028
-40.8653,0.912993,0.495758,2,5,0,42.2286,151.979,4.40008,154.285
-42.4637,0.897999,0.495758,2,3,0,42.767,154.737,3.57952,156.155
-43.1882,0.941113,0.495758,3,7,0,44.0796,153.485,19.5419,130.99
-40.6745,1,0.495758,2,7,0,42.6674,150.799,3.52083,149.32
-40.8765,0.963004,0.495758,2,7,0,41.3902,147.207,1.705,149.729
-40.0629,0.992503,0.495758,3,7,0,40.8924,149.29,5.98229,155.804
-39.9801,0.969773,0.495758,2,3,0,40.5168,147.396,5.5876,146.869
-40.3184,0.969055,0.495758,3,7,0,40.411,149.062,9.4929,154.534
-40.0453,0.974163,0.495758,2,3,0,40.5081,149.163,6.3432,144.668
-40.2106,0.981868,0.495758,2,5,0,40.3439,145.107,6.23846,151.035
-40.0874,0.98608,0.495758,2,7,0,40.6645,149.513,6.19126,149.387
-40.8464,0.912921,0.495758,2,3,0,40.8872,150.821,2.93627,152.918
-40.2205,0.999049,0.495758,3,7,0,40.8066,148.155,9.11532,146.9
-40.1361,1,0.495758,2,3,0,40.2322,147.204,4.02913,147.881
-40.0966,1,0.495758,1,1,0,40.1369,147.147,4.30726,144.001
-41.3422,0.921422,0.495758,2,3,0,41.7432,153.353,4.86547,149.417
-46.9723,0.637325,0.495758,2,3,0,47.3011,158.722,1.62374,159.121
-44.0868,0.784409,0.495758,2,3,0,48.8189,149.121,23.407,138.731
-42.5065,0.714475,0.495758,2,3,0,44.6602,150.872,17.8623,138.88
-43.4166,1,0.495758,3,7,0,44.0178,143.7,0.280114,143.483
-41.1478,0.9958,0.495758,2,3,0,43.5202,146.57,1.3489,147.226
-40.1511,0.987078,0.495758,3,7,0,41.8702,148.87,4.30065,144.875
-40.5922,0.950802,0.495758,3,7,0,41.2922,148.101,11.0883,160.842
-40.4114,1,0.495758,1,1,0,40.6591,147.852,10.2203,150.014
-40.0715,1,0.495758,3,7,0,40.7806,146.485,7.44933,148.064
-41.2185,0.940409,0.495758,2,3,0,41.3403,142.201,4.9458,145.748
-40.2116,0.993516,0.495758,2,7,0,41.5461,147.337,9.03657,155.103
-41.6351,0.971595,0.495758,2,7,0,41.6356,141.235,5.18932,142.302
-40.2198,1,0.495758,2,3,0,41.6771,145.923,8.40324,149.201
-40.5685,0.986339,0.495758,2,3,0,40.6981,143.589,6.72039,151.788
-40.1102,0.996617,0.495758,2,5,0,40.7117,149.655,6.01469,155.322
-40.1139,0.99258,0.495758,3,7,0,40.3028,147.228,4.16505,146.579
-41.9386,0.914145,0.495758,3,7,0,42.3865,143.097,14.7387,134.603
-40.861,1,0.495758,1,1,0,41.5323,143.143,9.47349,163.948
-40.0877,0.71446,0.495758,2,7,0,42.6146,149.488,6.74258,174.1
-40.5808,0.929344,0.495758,2,3,0,40.6966,148.784,10.9607,142.328
-40.4694,1,0.495758,3,7,0,40.6734,148.934,2.87546,149.832
-40.4899,0.98628,0.495758,3,7,0,40.6187,146.505,2.73248,144.884
-40.9353,0.953669,0.495758,3,7,0,41.7512,152.127,10.7487,149.296
-40.4813,1,0.495758,3,7,0,41.1194,143.938,6.18394,146.09
-40.2788,1,0.495758,2,3,0,40.5035,144.789,6.88741,145.767
-40.884,0.915601,0.495758,2,7,0,42.4518,152.917,7.83253,150.651
-44.2765,0.452797,0.495758,3,7,0,45.4807,141.68,0.320153,141.496
-42.7501,0.976091,0.495758,2,3,0,45.1626,144.611,0.398465,144.704
-41.0835,0.998123,0.495758,2,7,0,43.0355,148.179,1.38982,146.438
-43.4149,0.892527,0.495758,2,7,0,43.6162,149.168,0.148653,149.045
-41.2284,0.997109,0.495758,2,7,0,44.5086,146.589,1.2398,146.067
-40.9658,1,0.495758,2,3,0,41.2984,147.856,1.54729,150.426
-41.3218,0.955814,0.495758,2,3,0,41.8572,151.12,1.98704,152.186
-41.2278,0.983681,0.495758,3,7,0,41.9855,143.529,2.68749,141.84
