# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = Kmat_model
# start_datetime = 2023-10-03 03:36:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Kmat_data_1.json
# init = 2 (Default)
# random
#   seed = 4207215578 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Kmat_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_k,sigma_k,Kmat_pred
# Adaptation terminated
# Step size = 0.485301
# Diagonal elements of inverse mass matrix:
# 0.00453955, 0.30781
-18.2587,0.979476,0.485301,2,7,0,19.7273,139.179,17.758,103.091
-18.3464,0.997194,0.485301,1,1,0,18.3618,138.49,18.1058,110.964
-18.1022,0.996252,0.485301,3,7,0,18.613,148.755,9.21463,145.443
-18.5113,0.896412,0.485301,2,3,0,19.0889,140.576,6.01409,135.363
-20.8431,0.416546,0.485301,1,1,0,20.8973,135.193,5.45541,137.65
-19.1818,1,0.485301,2,7,0,22.0737,149.321,27.9197,115.386
-19.8673,0.988672,0.485301,2,7,0,20.499,154.976,33.8495,255.103
-18.9771,0.996767,0.485301,3,7,0,19.9337,151.742,25.5859,135.093
-21.2336,0.879108,0.485301,2,3,0,21.3049,163.365,13.6068,143.844
-19.184,1,0.485301,2,3,0,20.8703,159.185,19.9597,134.316
-17.8478,0.990808,0.485301,2,7,0,19.129,144.325,15.823,142.18
-20.4179,0.87476,0.485301,2,3,0,20.4958,157.551,10.5303,170.986
-17.746,1,0.485301,2,3,0,20.5026,145.201,14.6576,129.615
-17.673,0.945283,0.485301,2,5,0,19.1402,145.19,8.92759,147.829
-20.9114,0.846906,0.485301,2,7,0,21.4091,158.276,43.9459,204.636
-20.2049,0.955523,0.485301,1,3,0,22.4802,167.307,29.756,189.92
-17.8962,0.9608,0.485301,3,7,0,20.484,141.738,15.6707,149.307
-20.2626,0.849537,0.485301,2,7,0,21.824,165.954,20.392,162.024
-21.146,0.950319,0.485301,2,3,0,21.3413,170.419,20.7278,153.742
-19.8681,0.571021,0.485301,2,3,0,23.2537,164.357,27.3849,127.021
-20.2194,0.991649,0.485301,2,3,0,20.4645,166.074,32.4186,119.794
-20.7943,0.992514,0.485301,3,7,0,21.2105,172.551,34.6431,220.406
-19.7878,0.957224,0.485301,2,3,0,21.1097,161.343,30.1931,180.688
-19.2914,0.999445,0.485301,3,7,0,19.8206,158.005,25.8558,172.612
# 
#  Elapsed Time: 0.108 seconds (Warm-up)
#                0.006 seconds (Sampling)
#                0.114 seconds (Total)
# 
