# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = Barson_Rolfe_model
# start_datetime = 2023-10-03 02:25:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_data_1.json
# init = 2 (Default)
# random
#   seed = 4202960196 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,Kmat_pred_ksi,mu_pred
-71.4349,0.937486,0.797042,1,1,0,71.4449,7.49132,132.799,135.185
-70.9139,1,0.797042,1,1,0,71.3969,7.14464,131.352,135.185
-70.861,1,0.797042,1,1,0,71.0292,7.10683,127.597,135.185
-70.6916,1,0.797042,1,1,0,70.908,6.98155,143.936,135.185
-70.3609,0.875353,0.797042,3,7,0,72.5406,6.71016,136.491,135.185
-70.3625,0.999799,0.797042,1,1,0,70.4432,6.7116,132.699,135.185
-69.7675,0.973681,0.797042,1,3,0,70.6534,5.84603,135.191,135.185
-70.048,0.971062,0.797042,2,3,0,70.0539,6.39129,115.003,135.185
-69.7656,0.988958,0.797042,1,3,0,70.1629,5.832,133.78,135.185
-70.1958,0.921641,0.797042,1,3,0,70.4681,6.55348,136.878,135.185
-70.2884,0.993468,0.797042,3,7,0,70.3203,6.64376,125.369,135.185
-70.6715,0.984628,0.797042,2,3,0,70.6726,6.96613,146.656,135.185
-69.7824,0.925348,0.797042,1,3,0,71.6877,5.59689,146.023,135.185
-69.7608,0.996111,0.797042,2,3,0,69.8212,5.74279,128.833,135.185
-69.7983,0.99148,0.797042,1,3,0,69.8318,5.97324,135.105,135.185
-69.8166,0.980279,0.797042,1,3,0,70.0108,5.50467,124.752,135.185
-69.8307,0.967024,0.797042,1,3,0,70.1069,6.05613,140.712,135.185
-69.9938,0.941991,0.797042,1,3,0,70.5149,5.26192,133.241,135.185
-70.3317,0.929842,0.797042,3,7,0,70.7127,5.01243,132.583,135.185
-70.6729,0.931422,0.797042,1,1,0,70.7108,4.84191,133.52,135.185
-70.4186,1,0.797042,1,1,0,70.6863,4.96403,139.398,135.185
-70.3315,1,0.797042,1,1,0,70.4846,5.01256,130.681,135.185
-70.7785,0.910625,0.797042,1,1,0,70.8043,4.79751,128.703,135.185
-69.8533,0.983313,0.797042,3,7,0,70.9425,6.10347,126.266,135.185
-69.9559,0.941958,0.797042,1,3,0,70.5071,5.30107,131.164,135.185
-70.175,0.959635,0.797042,1,1,0,70.1764,5.11244,137.35,135.185
-70.43,0.918551,0.797042,2,3,0,71.0931,4.95798,132.409,135.185
-70.3804,1,0.797042,1,1,0,70.523,4.98477,133.908,135.185
-69.8325,0.908982,0.797042,1,3,0,71.228,6.06006,122.325,135.185
-69.7611,0.994998,0.797042,1,3,0,69.8896,5.73142,133.933,135.185
-70.3657,0.944026,0.797042,2,3,0,70.3867,4.99301,129.522,135.185
-70.6041,0.951548,0.797042,1,1,0,70.6637,4.87258,138.813,135.185
-70.4296,0.906648,0.797042,2,3,0,71.6935,4.95822,140.712,135.185
-70.3956,1,0.797042,1,1,0,70.5331,4.97646,138.025,135.185
-70.0992,1,0.797042,1,1,0,70.3465,5.1691,121.717,135.185
-70.0368,1,0.797042,1,1,0,70.12,5.22161,130.947,135.185
-70.0722,0.998966,0.797042,3,7,0,70.0901,6.41985,134.22,135.185
-70.0754,0.899659,0.797042,1,3,0,71.4289,5.18838,130.315,135.185
-70.7717,0.878141,0.797042,2,3,0,71.4161,4.80027,141.175,135.185
-70.2987,1,0.797042,1,1,0,70.692,5.032,130.902,135.185
-70.7545,0.909492,0.797042,1,1,0,70.7748,4.80735,142.249,135.185
-71.0158,0.94349,0.797042,1,1,0,71.1503,4.70763,136.216,135.185
-70.595,1,0.797042,1,1,0,70.9978,4.87674,132.403,135.185
-70.2485,1,0.797042,1,1,0,70.5483,5.06313,138.766,135.185
-70.0467,0.823245,0.797042,1,3,0,71.8143,6.38978,131.326,135.185
-69.8137,0.952442,0.797042,1,3,0,70.587,5.51095,131.402,135.185
-69.9534,0.988483,0.797042,3,7,0,69.9534,6.26828,147.765,135.185
-72.3016,0.661957,0.797042,2,3,0,73.936,8.00511,128.557,135.185
-71.0454,0.984507,0.797042,2,7,0,72.0932,4.69723,143.862,135.185
-71.0538,0.971433,0.797042,3,7,0,71.4997,7.24183,135.994,135.185
-69.8506,1,0.797042,2,3,0,70.9257,6.09805,127.104,135.185
-70.1078,0.912117,0.797042,2,3,0,70.7449,6.46023,134.751,135.185
-69.8148,0.960841,0.797042,2,3,0,70.5961,6.01838,137.551,135.185
-69.9522,0.947166,0.797042,1,3,0,70.3706,5.30514,141.959,135.185
-69.7635,0.900024,0.797042,2,3,0,70.906,5.69705,143.015,135.185
-69.7673,0.997459,0.797042,1,3,0,69.786,5.84506,128.897,135.185
-69.761,1,0.797042,2,3,0,69.7667,5.77272,125.414,135.185
-70.0073,0.896852,0.797042,2,3,0,70.8479,5.24877,127.213,135.185
-69.7864,0.964291,0.797042,1,3,0,70.3413,5.93444,134.55,135.185
-70.2871,0.893176,0.797042,1,3,0,70.8693,5.03899,127.681,135.185
-70.118,0.95664,0.797042,2,3,0,70.7892,5.15442,133.866,135.185
-70.197,0.99295,0.797042,3,7,0,70.2508,6.55471,134.885,135.185
-70.3121,0.985423,0.797042,1,1,0,70.3388,6.66579,140.438,135.185
-70.2962,0.860272,0.797042,1,3,0,72.6432,5.0335,134.774,135.185
-70.0164,0.968005,0.797042,2,3,0,70.6487,5.24025,123.339,135.185
-72.372,0.719564,0.797042,2,3,0,73.5717,4.33942,138.589,135.185
-72.35,1,0.797042,1,1,0,72.9439,4.34415,129.022,135.185
-71.797,1,0.797042,1,1,0,72.533,4.47402,128.061,135.185
-70.9657,1,0.797042,2,3,0,71.6938,4.72565,138.767,135.185
-71.3789,0.908905,0.797042,1,1,0,71.5311,4.58959,138.382,135.185
-71.636,0.93983,0.797042,1,1,0,71.9144,4.5164,133.68,135.185
-71.2021,1,0.797042,2,7,0,71.5587,7.34131,141.713,135.185
-71.7889,0.93962,0.797042,1,1,0,71.8177,7.70824,121.098,135.185
-71.7703,1,0.797042,2,3,0,72.0184,7.69716,133.822,135.185
-70.1431,0.98575,0.797042,3,7,0,71.7284,6.49872,136.03,135.185
-70.1212,1,0.797042,1,1,0,70.1832,6.475,123.658,135.185
-70.2351,0.985297,0.797042,1,1,0,70.2539,6.59262,133.745,135.185
-70.2397,0.983261,0.797042,2,3,0,70.5931,6.5971,126.7,135.185
-69.8066,0.9396,0.797042,1,3,0,70.9657,5.52734,129.11,135.185
-69.8232,0.971514,0.797042,1,3,0,70.0585,6.03882,134.002,135.185
-69.7892,0.925595,0.797042,3,7,0,70.6057,5.57443,140.276,135.185
-71.3491,0.629756,0.797042,1,3,0,73.4674,7.4368,137.519,135.185
-71.6678,0.96698,0.797042,1,1,0,71.7605,7.63536,137.398,135.185
-71.5195,1,0.797042,1,1,0,71.8114,7.54429,145.389,135.185
-72.163,0.936375,0.797042,1,1,0,72.2038,7.92648,130.581,135.185
-72.8746,0.934137,0.797042,1,1,0,72.947,8.31999,142.943,135.185
-71.8379,1,0.797042,1,1,0,72.7852,7.73743,132.836,135.185
-71.8482,0.998956,0.797042,1,1,0,72.0898,7.74354,142.262,135.185
-72.6638,0.974313,0.797042,2,3,0,72.6997,8.20583,140.021,135.185
-70.2765,0.984867,0.797042,3,7,0,72.3907,6.63246,135.93,135.185
-71.3307,0.874232,0.797042,3,7,0,72.2304,4.60416,132.877,135.185
-71.3202,1,0.797042,1,1,0,71.6506,4.60739,141.013,135.185
-69.788,1,0.797042,2,3,0,71.0655,5.9401,131.052,135.185
-69.8912,0.966501,0.797042,2,7,0,70.1436,5.37945,145.246,135.185
-69.9888,0.976458,0.797042,2,3,0,70.1595,5.26685,132.73,135.185
-70.1056,0.978203,0.797042,1,1,0,70.1201,5.16402,134.529,135.185
-70.1049,1,0.797042,1,1,0,70.1676,5.16458,132.728,135.185
-69.8266,0.888135,0.797042,3,7,0,71.0678,5.48391,123.645,135.185
-69.7661,0.991222,0.797042,1,3,0,69.9107,5.83591,137.99,135.185
-69.802,0.996297,0.797042,2,3,0,69.8076,5.98394,141.6,135.185
-69.8091,0.998935,0.797042,1,1,0,69.8133,6.00364,136.594,135.185
-69.8196,0.989228,0.797042,3,7,0,69.9353,5.49816,133.595,135.185
-69.8758,0.951251,0.797042,1,3,0,70.2379,6.14553,146.502,135.185
-69.891,0.993316,0.797042,2,3,0,69.9879,6.17186,141.757,135.185
-69.8742,0.953948,0.797042,1,3,0,70.4149,5.40349,143.842,135.185
-69.8464,1,0.797042,1,1,0,69.8767,5.44764,132.211,135.185
-69.9767,0.912895,0.797042,1,3,0,70.586,6.30066,137.672,135.185
-70.0619,0.912264,0.797042,1,3,0,71.1253,5.1997,135.929,135.185
-70.0417,1,0.797042,1,1,0,70.1023,5.21726,137.319,135.185
-70.4424,0.974934,0.797042,2,3,0,70.4427,4.95147,126.548,135.185
-70.1789,1,0.797042,1,1,0,70.413,5.10974,128.56,135.185
-70.1806,0.999669,0.797042,1,1,0,70.2567,5.10855,145.491,135.185
-70.5214,0.977857,0.797042,2,3,0,70.5368,4.91161,132.533,135.185
-69.8395,0.992827,0.797042,3,7,0,70.5772,6.07528,137.972,135.185
-69.8832,0.995395,0.797042,3,7,0,69.9154,6.15866,127.643,135.185
-71.0537,0.852489,0.797042,2,3,0,71.4932,7.24179,140.422,135.185
-71.4057,0.962335,0.797042,1,1,0,71.464,7.47289,132.457,135.185
-71.7679,0.962871,0.797042,1,1,0,71.855,7.6957,134.05,135.185
-71.9238,0.992411,0.797042,3,7,0,71.9734,7.78805,142.516,135.185
-71.087,0.986264,0.797042,2,7,0,71.8072,4.68286,132.306,135.185
-70.6165,1,0.797042,1,1,0,71.0545,4.86693,137.012,135.185
-70.3148,1,0.797042,1,1,0,70.5945,5.02238,131.98,135.185
-69.9541,0.876135,0.797042,1,3,0,71.6223,6.26929,132.474,135.185
-69.8791,0.951891,0.797042,2,3,0,70.5169,6.15134,123.331,135.185
-69.9079,0.949328,0.797042,1,3,0,70.4697,5.35749,130.728,135.185
-69.9572,0.980786,0.797042,2,3,0,70.14,5.29964,139.994,135.185
-69.9988,0.996048,0.797042,3,7,0,70.0308,6.32988,132.214,135.185
-69.9589,1,0.797042,1,1,0,70.0099,6.27601,123.148,135.185
-69.7623,0.999647,0.797042,2,7,0,69.9289,5.71122,142.087,135.185
-69.939,0.98312,0.797042,2,7,0,69.9396,6.24737,118,135.185
-70.0905,0.979459,0.797042,1,1,0,70.0907,6.44086,132.846,135.185
-69.9442,1,0.797042,1,1,0,70.071,6.25505,141.578,135.185
-69.7607,0.991707,0.797042,1,3,0,70.0677,5.74778,140.653,135.185
-69.7991,0.959357,0.797042,3,7,0,70.1399,5.97567,127.896,135.185
-69.7934,1,0.797042,1,1,0,69.8015,5.9579,135.534,135.185
-69.861,0.971316,0.797042,1,3,0,70.0985,5.42365,136.417,135.185
-69.8638,0.999493,0.797042,1,1,0,69.8801,5.41916,134.396,135.185
-69.8343,1,0.797042,1,1,0,69.8639,5.46913,137.001,135.185
-69.7852,0.98256,0.797042,1,3,0,70.007,5.93012,129.775,135.185
-69.9622,0.949945,0.797042,1,3,0,70.2737,5.29429,138.07,135.185
-69.7615,0.992801,0.797042,2,3,0,70.0365,5.72352,134.183,135.185
-69.7859,0.993416,0.797042,1,3,0,69.8162,5.93277,140.876,135.185
-69.8762,0.969522,0.797042,1,3,0,70.1043,5.40058,138.274,135.185
-69.893,0.934678,0.797042,1,3,0,70.444,6.1753,134.592,135.185
-69.7626,0.998873,0.797042,3,7,0,69.896,5.70681,134.906,135.185
-69.7981,0.983502,0.797042,2,3,0,69.9116,5.54882,125.886,135.185
-69.8049,0.998835,0.797042,1,1,0,69.8092,5.53131,131.81,135.185
-70.0313,0.909565,0.797042,1,3,0,70.5692,6.37105,136.811,135.185
-70.1364,0.986092,0.797042,1,1,0,70.1476,6.49148,137.994,135.185
-69.7626,0.983053,0.797042,1,3,0,70.3326,5.80326,130.254,135.185
-70.0159,0.944522,0.797042,2,3,0,70.257,6.35176,137.003,135.185
-70.0518,0.995159,0.797042,1,1,0,70.0768,6.39588,126.821,135.185
-70.1255,0.884655,0.797042,1,3,0,71.4942,5.14868,131.956,135.185
-69.7893,0.959169,0.797042,2,3,0,70.5938,5.94443,144.646,135.185
-70.1897,0.904758,0.797042,2,3,0,70.6898,6.54725,138.191,135.185
-69.8579,0.927138,0.797042,1,3,0,71.0771,5.42855,152.719,135.185
-69.7962,0.975843,0.797042,1,3,0,70.0967,5.96667,139.103,135.185
-70.0275,0.941376,0.797042,1,3,0,70.4488,5.22999,151.009,135.185
-70.2725,0.953891,0.797042,1,1,0,70.2782,5.04804,132.106,135.185
-70.7224,0.911085,0.797042,1,1,0,70.7398,4.8207,130.559,135.185
-69.7984,1,0.797042,2,7,0,70.5684,5.97338,135.819,135.185
-69.7644,1,0.797042,2,3,0,69.7971,5.82152,135.514,135.185
-69.8477,0.990531,0.797042,3,7,0,69.8666,5.44535,134.9,135.185
-69.8083,1,0.797042,1,1,0,69.8417,5.52331,127.588,135.185
-70.0853,0.966191,0.797042,2,3,0,70.1707,5.18029,128.662,135.185
-69.9026,1,0.797042,1,1,0,70.0519,5.36428,136.825,135.185
-69.7841,0.78294,0.797042,2,3,0,72.2467,5.59097,139.439,135.185
-69.7966,0.999423,0.797042,2,7,0,69.7966,5.96792,133.959,135.185
-70.2691,0.864144,0.797042,2,3,0,71.5241,5.05013,130.195,135.185
-70.6287,0.928644,0.797042,1,1,0,70.6546,4.86141,131.114,135.185
-70.0973,1,0.797042,1,1,0,70.5229,5.17062,132.182,135.185
-69.77,0.920084,0.797042,2,3,0,70.8967,5.862,153.197,135.185
-69.7749,0.999748,0.797042,2,3,0,69.7753,5.88766,134.066,135.185
-70.04,0.944588,0.797042,2,3,0,70.3652,5.2187,136.694,135.185
-70.0647,0.998449,0.797042,2,3,0,70.1074,5.1974,131.737,135.185
-70.0584,1,0.797042,1,1,0,70.1149,5.20275,136.875,135.185
-69.8121,1,0.797042,3,7,0,70.0374,6.01138,140.004,135.185
-69.7607,1,0.797042,2,3,0,69.8042,5.75719,130.664,135.185
-70.0121,0.881057,0.797042,2,3,0,71.0364,5.24425,141.952,135.185
-70.3023,0.981904,0.797042,2,3,0,70.3042,5.02978,139.72,135.185
-69.8001,0.933922,0.797042,1,3,0,70.9225,5.97854,131.967,135.185
-69.9859,0.985088,0.797042,3,7,0,69.9979,5.26975,132.985,135.185
-69.8275,1,0.797042,3,7,0,69.9616,6.04882,134.494,135.185
-69.768,0.99085,0.797042,1,3,0,69.9282,5.66209,137.966,135.185
-69.9028,0.961021,0.797042,1,3,0,70.0996,6.19157,137.783,135.185
-69.7607,0.992344,0.797042,1,3,0,69.9981,5.74732,126.701,135.185
-69.7607,0.481273,0.797042,1,3,0,75.2986,5.74732,135.283,135.185
-69.8651,0.98899,0.797042,2,3,0,69.8651,6.12596,132.265,135.185
-69.9472,0.988397,0.797042,1,1,0,69.9478,6.25944,130.991,135.185
-69.9394,0.934336,0.797042,1,3,0,70.7387,5.31946,132.028,135.185
-69.9394,0.476121,0.797042,1,3,0,75.0336,5.31946,131.151,135.185
-70.1586,0.986621,0.797042,2,3,0,70.1591,5.12417,127.293,135.185
-70.8013,0.877552,0.797042,1,1,0,70.8014,4.78834,139.322,135.185
-71.0545,0.981622,0.797042,2,3,0,71.2007,4.69407,129.027,135.185
-70.8044,1,0.797042,1,1,0,71.146,4.7871,132.627,135.185
-70.2228,1,0.797042,1,1,0,70.6888,5.07988,127.268,135.185
-69.9886,1,0.797042,2,3,0,70.1811,5.26703,128.468,135.185
-69.9132,0.915262,0.797042,1,3,0,70.782,6.20812,138.365,135.185
-70.3426,0.719551,0.797042,2,3,0,75.4149,5.00612,134.73,135.185
-70.5951,0.948937,0.797042,1,1,0,70.6481,4.8767,136.839,135.185
-70.4018,1,0.797042,2,7,0,70.5679,6.74628,140.946,135.185
-70.8615,0.946274,0.797042,1,1,0,70.8625,7.10717,138.228,135.185
-69.8118,1,0.797042,2,3,0,70.7351,6.01066,127.468,135.185
-69.761,0.996984,0.797042,1,3,0,69.8523,5.73455,138.244,135.185
-70.3995,0.882501,0.797042,2,7,0,70.9983,6.74425,136.176,135.185
-70.3723,1,0.797042,1,1,0,70.469,6.72032,135.174,135.185
-70.482,0.972775,0.797042,2,7,0,70.9019,4.93117,136.343,135.185
-69.8325,0.901513,0.797042,1,3,0,71.4011,6.06005,138.188,135.185
-69.8455,0.968449,0.797042,1,3,0,70.1809,5.44918,142.448,135.185
-70.032,0.896082,0.797042,1,3,0,70.7251,6.37189,130.867,135.185
-70.0604,0.994274,0.797042,3,7,0,70.1377,5.20098,131.126,135.185
-70.0227,1,0.797042,1,1,0,70.0893,5.23435,132.524,135.185
-70.0015,1,0.797042,2,3,0,70.0552,5.25433,130.407,135.185
-70.0299,0.994704,0.797042,1,1,0,70.0644,5.22782,133.78,135.185
-72.0691,0.780743,0.797042,3,7,0,72.3073,7.87263,139.929,135.185
-69.8845,1,0.797042,2,3,0,71.8051,6.16089,130.988,135.185
-69.7716,0.983494,0.797042,1,3,0,70.0598,5.64193,134.37,135.185
-70.0091,0.930673,0.797042,1,3,0,70.348,6.3432,153.967,135.185
-70.0378,0.996126,0.797042,1,1,0,70.064,6.37895,137.412,135.185
-69.8906,0.995361,0.797042,2,3,0,70.1198,6.17119,138.714,135.185
-69.947,0.997364,0.797042,2,3,0,69.9521,6.25903,139.95,135.185
-70.0861,0.981168,0.797042,1,1,0,70.087,6.43581,132.689,135.185
# 
#  Elapsed Time: 0.121 seconds (Warm-up)
#                0.007 seconds (Sampling)
#                0.128 seconds (Total)
# 
