# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = Barson_Rolfe_model
# start_datetime = 2023-10-03 02:25:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_data_1.json
# init = 2 (Default)
# random
#   seed = 4202960196 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,Kmat_pred_ksi,mu_pred
-69.7724,0.982889,0.946679,1,3,0,70.1095,5.87494,125.931,135.185
-69.7834,0.997679,0.946679,1,1,0,69.784,5.92352,136.227,135.185
-70.0454,0.96255,0.946679,2,3,0,70.12,6.38815,131.279,135.185
-69.7635,1,0.946679,2,3,0,69.9947,5.69729,130.166,135.185
-70.0475,0.962739,0.946679,2,3,0,70.0572,6.39066,144.019,135.185
-69.893,1,0.946679,1,1,0,70.0199,6.17531,134.93,135.185
-69.8295,1,0.946679,1,1,0,69.883,6.05331,132.946,135.185
-69.9159,0.983038,0.946679,1,1,0,69.9168,6.21235,129.597,135.185
-69.7697,0.989555,0.946679,1,3,0,70.0061,5.65201,134.793,135.185
-69.7737,0.995608,0.946679,1,3,0,69.8029,5.88153,144.793,135.185
-70.184,0.94578,0.946679,2,3,0,70.2522,6.54141,127.693,135.185
-70.2179,0.962977,0.946679,2,3,0,70.7274,6.57562,130.249,135.185
-70.3694,0.974029,0.946679,1,1,0,70.4161,6.71778,140.339,135.185
-69.7796,1,0.946679,2,3,0,70.2482,5.60719,141.036,135.185
-70.1951,0.88002,0.946679,1,3,0,70.541,6.55281,131.551,135.185
-70.1373,1,0.946679,2,3,0,70.2403,6.49249,136.632,135.185
-69.834,0.949256,0.946679,2,7,0,70.5274,5.46973,132.399,135.185
-69.8211,0.926019,0.946679,2,3,0,70.3791,6.03392,132.841,135.185
-69.7622,1,0.946679,2,3,0,69.81,5.71157,132.26,135.185
-70.1278,0.951792,0.946679,2,3,0,70.1431,6.48226,130.706,135.185
-70.6478,0.914118,0.946679,2,3,0,71.1315,6.94786,152.969,135.185
-69.819,0.933905,0.946679,2,3,0,71.4591,5.49943,131.667,135.185
-72.4473,0.434975,0.946679,1,3,0,74.7545,8.08664,120.754,135.185
-72.7292,0.964073,0.946679,1,1,0,73.0524,8.24146,131.278,135.185
-69.8662,0.962514,0.946679,2,7,0,72.1244,5.41545,134.909,135.185
-70.1305,0.978654,0.946679,2,3,0,70.1307,5.1449,144.268,135.185
-69.9061,1,0.946679,1,1,0,70.0789,5.35981,141.17,135.185
-69.9753,0.982822,0.946679,1,1,0,69.9961,5.28047,134.352,135.185
-69.8016,1,0.946679,2,7,0,69.9372,5.98281,121.733,135.185
-69.7637,1,0.946679,2,3,0,69.7935,5.69453,143.432,135.185
-69.9948,0.874234,0.946679,2,3,0,70.6233,6.32474,124.167,135.185
-69.8486,0.955746,0.946679,2,7,0,70.338,5.44375,134.879,135.185
-69.8201,1,0.946679,1,1,0,69.8497,5.49707,130.96,135.185
-70.2588,0.839723,0.946679,2,3,0,70.8947,6.61563,136.719,135.185
-69.9767,0.901661,0.946679,2,7,0,71.0573,5.27907,139.144,135.185
-70.0623,0.893744,0.946679,1,3,0,70.7794,6.40833,145.158,135.185
-70.3731,0.946056,0.946679,1,1,0,70.3779,6.72103,133.43,135.185
-70.43,0.99041,0.946679,1,1,0,70.5259,6.77066,127.05,135.185
-69.8011,0.999673,0.946679,2,3,0,70.4293,5.9813,143.755,135.185
-69.8374,0.992636,0.946679,1,1,0,69.8392,6.07081,124.67,135.185
-70.2073,0.89297,0.946679,1,3,0,70.6349,5.09023,134.119,135.185
-69.7666,0.99721,0.946679,1,3,0,70.1811,5.67167,155.008,135.185
-70.4763,0.861345,0.946679,1,3,0,70.5985,4.93403,136.125,135.185
-69.9577,1,0.946679,1,1,0,70.3407,5.29912,124.57,135.185
-71.5562,0.785314,0.946679,2,7,0,71.57,7.56698,145.801,135.185
-71.2039,1,0.946679,2,3,0,71.6458,7.34252,146.093,135.185
-70.6177,1,0.946679,1,1,0,71.1393,6.92437,131.611,135.185
-70.8488,0.963667,0.946679,1,1,0,70.9376,7.09804,118.913,135.185
-69.9802,0.978113,0.946679,1,3,0,70.7439,6.30535,139.103,135.185
-69.9489,0.928804,0.946679,2,7,0,70.5175,5.30873,130.621,135.185
-70.0167,0.982929,0.946679,1,1,0,70.0479,5.23993,134.155,135.185
-70.2796,0.932825,0.946679,1,1,0,70.3019,5.04362,132.665,135.185
-70.3862,0.723955,0.946679,1,3,0,72.0313,6.73261,136.824,135.185
-70.115,0.885604,0.946679,1,3,0,71.5585,5.15672,128.545,135.185
-70.2703,0.959075,0.946679,1,1,0,70.329,5.04939,133.858,135.185
-70.5556,0.922809,0.946679,1,1,0,70.6366,4.89518,130.405,135.185
-70.0336,1,0.946679,1,1,0,70.4233,5.22447,137.84,135.185
-70.0909,0.883348,0.946679,1,3,0,70.9438,6.44131,128.092,135.185
-69.7941,0.956482,0.946679,2,3,0,70.5323,5.55989,121.297,135.185
-69.8344,0.99686,0.946679,2,3,0,69.8359,5.46897,148.411,135.185
-70.0189,0.955827,0.946679,1,1,0,70.019,5.2379,134.916,135.185
-69.8918,1,0.946679,1,1,0,69.9974,5.37871,135.757,135.185
-69.9918,0.975334,0.946679,1,1,0,70.0051,5.26387,144.14,135.185
-69.8862,1,0.946679,1,1,0,69.977,5.38641,133.41,135.185
-69.855,0.958716,0.946679,1,3,0,70.1756,6.10681,140.351,135.185
-70.3817,0.923289,0.946679,1,3,0,70.424,6.72862,137.799,135.185
-69.7705,1,0.946679,2,3,0,70.3277,5.8645,131.745,135.185
-69.7666,0.972252,0.946679,2,3,0,69.9712,5.83943,127.691,135.185
-70.7545,0.883554,0.946679,2,3,0,70.9584,4.80734,136.124,135.185
-70.5159,1,0.946679,2,3,0,70.8407,4.91431,139.043,135.185
-72.0966,0.610587,0.946679,1,1,0,72.1459,4.40097,128.117,135.185
-70.6768,1,0.946679,1,1,0,71.7391,4.84021,141.117,135.185
-69.8088,0.936305,0.946679,1,3,0,71.0391,6.0027,141.98,135.185
-69.9047,0.704886,0.946679,2,3,0,73.878,6.19453,143.485,135.185
-69.9263,0.99584,0.946679,1,1,0,69.9493,6.2284,138.788,135.185
-69.8363,0.963805,0.946679,2,7,0,70.1982,5.46556,141.022,135.185
-69.8102,1,0.946679,2,3,0,69.8362,5.5188,145.335,135.185
-72.4746,0.587913,0.946679,1,3,0,72.6861,4.31769,137.764,135.185
-70.5805,1,0.946679,1,1,0,71.9229,4.88347,137.29,135.185
-69.797,0.947448,0.946679,1,3,0,70.8801,5.9693,127.341,135.185
-69.8277,0.99375,0.946679,1,1,0,69.8296,6.04935,135.308,135.185
-70.1048,0.97017,0.946679,2,7,0,70.105,5.16467,133.241,135.185
-69.9421,1,0.946679,1,1,0,70.0799,5.31634,133.81,135.185
-70.0767,0.966214,0.946679,1,1,0,70.0967,5.18733,136.207,135.185
-69.7629,0.990049,0.946679,1,3,0,70.137,5.80649,128.054,135.185
-69.7632,0.999939,0.946679,1,1,0,69.7636,5.80974,134.778,135.185
-69.782,0.963871,0.946679,2,3,0,70.0144,5.9181,130.38,135.185
-69.7637,0.967887,0.946679,2,3,0,70.0181,5.81524,116.044,135.185
-69.7711,0.958174,0.946679,2,3,0,70.0783,5.64478,136.897,135.185
-69.9532,0.965188,0.946679,1,3,0,69.9714,5.30399,135.644,135.185
-69.9222,1,0.946679,1,1,0,69.9769,5.33973,138.712,135.185
-69.9222,0.737015,0.946679,1,3,0,71.632,5.33973,137.081,135.185
-70.012,0.911651,0.946679,1,3,0,70.5722,6.34688,138.511,135.185
-69.9069,1,0.946679,2,3,0,69.9999,6.1982,140.445,135.185
-72.4118,0.738563,0.946679,2,3,0,72.6741,8.06683,117.887,135.185
-69.8864,0.971635,0.946679,1,3,0,72.6794,6.16408,134.059,135.185
-69.9117,0.955108,0.946679,2,3,0,70.3711,5.35259,142.691,135.185
-69.8192,0.980769,0.946679,2,3,0,70.0711,5.49899,132.792,135.185
-70.0022,0.921366,0.946679,1,3,0,70.3344,6.3343,131.9,135.185
-69.8411,0.846575,0.946679,2,3,0,71.8105,5.45686,139.85,135.185
-69.9053,0.984523,0.946679,1,1,0,69.9126,5.36076,137.266,135.185
-69.9332,0.993094,0.946679,1,1,0,69.9612,5.32661,135.059,135.185
-69.8058,0.982766,0.946679,2,3,0,70.0705,5.52925,138.301,135.185
-69.831,0.975567,0.946679,1,3,0,69.9841,6.05667,133.637,135.185
-69.8141,1,0.946679,1,1,0,69.8345,6.0166,136.251,135.185
-69.9099,0.95882,0.946679,1,3,0,70.1272,5.35497,131.194,135.185
-69.8042,1,0.946679,2,3,0,69.8847,5.53313,141.823,135.185
-69.829,0.856907,0.946679,2,3,0,70.9015,6.05213,137.108,135.185
-69.8288,1,0.946679,1,1,0,69.843,6.05176,139.525,135.185
-72.2923,0.630454,0.946679,1,3,0,73.1695,7.99984,130.743,135.185
-71.4262,1,0.946679,1,1,0,72.2375,7.48584,143.169,135.185
-69.7607,0.859409,0.946679,2,3,0,73.2092,5.75491,137.855,135.185
-69.816,0.987143,0.946679,1,3,0,69.8345,5.50583,136.244,135.185
-69.7706,0.992676,0.946679,1,3,0,69.8662,5.86528,125.519,135.185
-69.7639,1,0.946679,1,1,0,69.7692,5.81748,123.454,135.185
-69.9457,0.961892,0.946679,1,3,0,69.9929,6.25719,142.187,135.185
-70.9486,0.865614,0.946679,1,3,0,71.0445,7.16909,137.681,135.185
-71.0467,0.985041,0.946679,1,1,0,71.2214,7.237,128.144,135.185
-70.5091,1,0.946679,1,1,0,70.9834,6.83714,132.954,135.185
-70.3978,1,0.946679,2,3,0,70.5753,6.74279,138.135,135.185
-71.5107,0.716635,0.946679,1,3,0,73.7474,4.55116,135.226,135.185
-70.2214,1,0.946679,2,7,0,71.2145,6.5791,144.407,135.185
-70.4753,0.681732,0.946679,2,3,0,73.8237,6.80905,125.567,135.185
-70.8901,0.804806,0.946679,2,3,0,73.0267,4.75373,141.687,135.185
-70.211,1,0.946679,1,1,0,70.7277,5.08774,136.574,135.185
-70.171,1,0.946679,1,1,0,70.2944,5.11532,130.797,135.185
-70.7699,0.845169,0.946679,1,1,0,70.7978,4.80104,140.492,135.185
-70.0158,1,0.946679,1,1,0,70.5661,5.24075,132.8,135.185
-69.8008,0.979731,0.946679,2,3,0,70.1689,5.54164,130.79,135.185
-69.7621,0.999657,0.946679,1,3,0,69.7979,5.71335,130.885,135.185
-69.7717,0.99242,0.946679,2,3,0,69.8134,5.87131,145.394,135.185
-69.8517,0.986912,0.946679,2,3,0,69.8859,6.10033,150.28,135.185
-69.8749,0.998476,0.946679,2,3,0,69.8876,6.14403,141.168,135.185
-69.878,0.930603,0.946679,2,3,0,70.5671,5.3979,142.127,135.185
-69.994,0.971564,0.946679,1,1,0,70.0029,5.26164,137.295,135.185
-70.217,0.82403,0.946679,2,7,0,71.1342,6.57481,138.754,135.185
-69.9379,1,0.946679,1,1,0,70.1652,6.24584,137.515,135.185
-69.7607,0.996301,0.946679,1,3,0,69.9711,5.75739,132.034,135.185
-69.8299,0.990679,0.946679,2,3,0,69.8369,6.05429,139.008,135.185
-69.8647,0.970365,0.946679,1,3,0,70.0837,5.41777,137.081,135.185
-69.8227,1,0.946679,1,1,0,69.8611,5.49175,131.2,135.185
-71.7624,0.680101,0.946679,1,3,0,71.8995,4.48292,139.501,135.185
-71.8515,0.969969,0.946679,1,1,0,72.4308,4.4602,139.937,135.185
-69.9782,1,0.946679,2,3,0,71.509,6.3027,136.742,135.185
-70.0572,0.985397,0.946679,1,1,0,70.0804,6.4023,131.024,135.185
-72.7215,0.58975,0.946679,1,3,0,74.4414,4.26768,127.87,135.185
-69.7988,0.937346,0.946679,1,3,0,73.0426,5.97475,128.576,135.185
-69.8218,0.972047,0.946679,2,3,0,70.0539,5.49366,137.58,135.185
-69.8068,0.989448,0.946679,2,3,0,69.9195,5.5268,135.436,135.185
-69.7976,0.923337,0.946679,2,3,0,70.3653,5.971,146.507,135.185
-69.7712,0.994662,0.946679,1,3,0,69.843,5.64394,139.58,135.185
-69.7805,0.9979,0.946679,1,1,0,69.7812,5.6038,137.083,135.185
-69.7695,0.995773,0.946679,1,3,0,69.8122,5.85892,140.731,135.185
-69.8875,0.978283,0.946679,1,3,0,69.9036,6.16606,134.86,135.185
-69.9196,0.993803,0.946679,1,1,0,69.9369,6.21814,127.974,135.185
-70.1181,0.958592,0.946679,2,3,0,70.3617,6.47169,140.418,135.185
-70.1056,1,0.946679,1,1,0,70.1786,6.45786,141.804,135.185
-70.4252,0.945217,0.946679,1,1,0,70.4329,6.76655,135.3,135.185
-70.7436,0.948927,0.946679,1,1,0,70.7879,7.02074,137.305,135.185
-69.8219,0.981171,0.946679,1,3,0,70.7476,6.03571,140.237,135.185
-70.0384,0.928688,0.946679,1,3,0,70.3461,5.22021,134.591,135.185
-70.0384,0.616405,0.946679,2,7,0,72.5564,5.22021,126.561,135.185
# 
#  Elapsed Time: 0.123 seconds (Warm-up)
#                0.006 seconds (Sampling)
#                0.129 seconds (Total)
# 
