# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = BS7910_us_model
# start_datetime = 2023-10-03 02:26:37 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/BS7910_us_data_1.json
# init = 2 (Default)
# random
#   seed = 4203047700 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/BS7910_us_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,Kmat_MPa_m_pred,mu_pred
-157.812,0.970541,0.979553,1,1,0,157.869,43.2392,103.393,71.2
-158.246,0.915459,0.979553,1,1,0,158.283,44.5087,145.999,71.2
-157.774,1,0.979553,1,1,0,158.177,43.1107,92.4026,71.2
-157.243,0.980685,0.979553,1,3,0,157.93,39.2546,76.943,71.2
-158.807,0.78345,0.979553,2,3,0,159.346,34.5452,76.606,71.2
-158.289,1,0.979553,1,1,0,158.837,35.3946,61.6226,71.2
-157.962,1,0.979553,1,1,0,158.319,36.0663,53.8238,71.2
-157.496,1,0.979553,2,3,0,157.851,37.4405,210.187,71.2
-157.347,1,0.979553,1,1,0,157.464,38.1822,55.7234,71.2
-157.405,0.995321,0.979553,2,3,0,157.42,37.8484,47.6636,71.2
-157.662,0.861219,0.979553,2,7,0,158.331,42.7066,51.2285,71.2
-157.237,0.989668,0.979553,1,3,0,157.743,39.4904,97.7537,71.2
-157.237,0.999956,0.979553,1,1,0,157.237,39.4775,87.0378,71.2
-157.841,0.913381,0.979553,2,3,0,157.995,36.3584,67.2746,71.2
-157.593,1,0.979553,1,1,0,157.82,37.0796,146.225,71.2
-157.441,1,0.979553,1,1,0,157.577,37.676,27.6914,71.2
-157.432,0.811595,0.979553,2,3,0,158.976,41.6809,135.29,71.2
-158.442,0.92481,0.979553,2,3,0,158.445,35.1216,73.0723,71.2
-159.125,0.943305,0.979553,2,3,0,159.31,34.1058,99.2509,71.2
-157.4,1,0.979553,2,3,0,158.789,41.4997,108.158,71.2
-158.712,0.798529,0.979553,1,3,0,158.822,45.6305,118.88,71.2
-157.289,0.98233,0.979553,1,3,0,158.668,40.6804,89.0497,71.2
-157.615,0.942373,0.979553,2,3,0,157.794,42.5239,78.568,71.2
-158.112,0.885167,0.979553,2,3,0,158.832,44.1462,71.262,71.2
-159.064,0.828483,0.979553,1,1,0,159.087,46.3834,59.1301,71.2
-158.869,1,0.979553,2,3,0,159.303,45.9731,61.4716,71.2
-160.202,0.776686,0.979553,1,1,0,160.274,48.5013,156.114,71.2
-159.061,1,0.979553,1,1,0,160.109,46.3769,20.0908,71.2
-157.324,0.977314,0.979553,1,3,0,158.976,40.9912,90.2892,71.2
-157.28,0.991772,0.979553,2,3,0,157.407,40.5796,53.6274,71.2
-157.353,0.983902,0.979553,1,1,0,157.354,41.2056,-14.793,71.2
-157.254,0.995362,0.979553,2,3,0,157.394,40.24,72.5128,71.2
-157.265,0.997718,0.979553,1,1,0,157.267,40.3946,-16.4797,71.2
-157.245,1,0.979553,1,1,0,157.26,40.0499,39.9881,71.2
-157.388,0.972207,0.979553,1,3,0,157.405,41.4262,77.028,71.2
-157.27,0.740462,0.979553,2,3,0,159.668,40.4601,143.458,71.2
-157.294,0.960396,0.979553,2,3,0,157.583,38.5785,87.2207,71.2
-158.59,0.768331,0.979553,1,3,0,158.71,34.8781,61.5925,71.2
-157.798,1,0.979553,1,1,0,158.414,36.4691,79.4383,71.2
-157.596,1,0.979553,2,3,0,157.795,37.0707,67.3141,71.2
-157.662,0.856174,0.979553,1,3,0,158.683,42.7069,66.1767,71.2
-158.185,0.898014,0.979553,1,1,0,158.194,44.347,120.457,71.2
-157.536,0.955479,0.979553,2,3,0,158.681,42.1897,38.6544,71.2
-157.533,0.99958,0.979553,2,7,0,157.538,37.2948,40.7233,71.2
-158.05,0.878211,0.979553,1,1,0,158.058,35.8709,61.9937,71.2
-157.962,1,0.979553,1,1,0,158.187,36.0645,109.672,71.2
-157.472,1,0.979553,1,1,0,157.843,37.5395,-14.7321,71.2
-157.455,1,0.979553,1,1,0,157.516,37.6145,68.702,71.2
-157.24,0.990736,0.979553,1,3,0,157.512,39.9216,32.5942,71.2
-157.251,0.933763,0.979553,2,3,0,157.718,39.0882,52.8021,71.2
-157.237,0.999922,0.979553,1,3,0,157.249,39.4835,136.947,71.2
-157.756,0.888095,0.979553,1,3,0,157.88,36.5823,87.1642,71.2
-157.756,0.776838,0.979553,1,1,0,158.488,36.5823,63.9176,71.2
-158.187,0.895036,0.979553,1,1,0,158.241,35.5882,77.7307,71.2
-157.611,1,0.979553,1,1,0,158.056,37.0212,67.195,71.2
-157.428,1,0.979553,1,1,0,157.581,37.7353,107.087,71.2
-157.772,0.918805,0.979553,1,1,0,157.776,36.5389,43.1273,71.2
-157.754,1,0.979553,2,7,0,157.762,43.0428,9.56513,71.2
-157.545,1,0.979553,1,1,0,157.735,42.2318,101.784,71.2
-157.242,0.805951,0.979553,2,3,0,159.207,39.2899,63.2171,71.2
-157.24,0.811843,0.979553,2,3,0,158.727,39.9214,37.4861,71.2
-157.781,0.925302,0.979553,2,3,0,157.877,43.1352,46.8012,71.2
-157.263,1,0.979553,2,3,0,157.674,38.905,58.3,71.2
-157.416,0.966484,0.979553,2,3,0,157.538,37.7934,106.083,71.2
-157.35,1,0.979553,1,1,0,157.414,38.1575,32.7304,71.2
-157.315,0.963637,0.979553,2,3,0,157.665,40.9124,61.6338,71.2
-157.378,0.995421,0.979553,2,3,0,157.384,41.3677,42.5271,71.2
-157.426,0.95109,0.979553,2,3,0,157.882,37.7475,82.8848,71.2
-157.392,0.953786,0.979553,1,3,0,157.86,41.4535,16.4642,71.2
-158.187,0.870773,0.979553,2,3,0,158.629,44.3518,202.445,71.2
-157.356,0.990015,0.979553,1,3,0,158.064,41.2259,118.974,71.2
-157.28,1,0.979553,1,1,0,157.34,40.5788,108.895,71.2
-158.891,0.801977,0.979553,2,3,0,159.222,46.02,33.8434,71.2
-158.223,1,0.979553,1,1,0,158.825,44.4466,102.848,71.2
-158.412,0.987684,0.979553,2,3,0,158.567,44.9279,89.8457,71.2
-159.464,0.815319,0.979553,1,1,0,159.511,47.1729,117.032,71.2
-157.301,0.97472,0.979553,1,3,0,159.456,40.7951,18.0221,71.2
-157.236,0.892169,0.979553,2,3,0,158.103,39.7116,51.7841,71.2
-157.342,0.975674,0.979553,1,3,0,157.372,41.1273,32.2341,71.2
-157.524,0.987189,0.979553,2,3,0,157.525,42.1371,94.0336,71.2
-157.53,0.998663,0.979553,1,1,0,157.591,42.1657,81.2711,71.2
-157.236,1,0.979553,2,3,0,157.497,39.5838,29.7327,71.2
-157.451,0.969156,0.979553,2,3,0,157.495,37.6322,98.8846,71.2
-157.5,0.911876,0.979553,1,3,0,158.116,42.0259,95.5343,71.2
-158.744,0.679479,0.979553,1,3,0,160.115,34.639,29.6518,71.2
-158.037,1,0.979553,2,3,0,158.641,35.8978,128.904,71.2
-157.256,0.979201,0.979553,2,3,0,158.19,39.0065,60.6165,71.2
-158.307,0.799064,0.979553,1,3,0,158.459,35.3616,77.1649,71.2
-158.279,1,0.979553,2,7,0,158.286,44.5929,82.4545,71.2
-157.819,1,0.979553,1,1,0,158.22,43.2625,92.2376,71.2
-157.24,0.993234,0.979553,1,3,0,157.846,39.9054,128.663,71.2
-157.384,0.961723,0.979553,1,3,0,157.46,37.9612,90.1666,71.2
-157.374,0.95262,0.979553,1,3,0,157.755,41.3404,75.2861,71.2
-157.237,0.866808,0.979553,2,3,0,158.413,39.4684,69.2348,71.2
-157.236,0.965462,0.979553,2,3,0,157.472,39.5504,41.0443,71.2
-157.258,0.956565,0.979553,2,3,0,157.525,40.2973,-13.7637,71.2
-157.278,0.924699,0.979553,2,3,0,157.831,38.7332,30.4843,71.2
-157.322,0.989519,0.979553,1,1,0,157.325,38.3467,41.5434,71.2
-157.331,0.970295,0.979553,1,3,0,157.567,41.0457,109.581,71.2
-157.975,0.896414,0.979553,1,3,0,158.014,43.7539,42.6123,71.2
-157.779,0.854218,0.979553,1,3,0,159.502,36.519,62.8536,71.2
-157.412,0.910811,0.979553,1,3,0,158.425,41.5735,64.1327,71.2
-157.91,0.831584,0.979553,1,3,0,158.683,36.1882,52.1728,71.2
-157.945,0.990994,0.979553,1,1,0,158.103,36.1052,7.20863,71.2
-157.302,1,0.979553,2,3,0,157.811,40.7995,93.6448,71.2
-157.317,0.996634,0.979553,1,1,0,157.328,40.9322,19.0415,71.2
-157.264,0.975587,0.979553,2,3,0,157.52,38.8916,56.195,71.2
-157.27,0.99857,0.979553,1,1,0,157.275,38.8159,20.4658,71.2
-157.278,0.998296,0.979553,1,1,0,157.284,38.7344,18.281,71.2
-157.321,0.989738,0.979553,1,1,0,157.324,38.3544,35.5128,71.2
-157.802,0.938566,0.979553,2,7,0,157.802,43.2061,26.0268,71.2
-157.236,0.990759,0.979553,1,3,0,157.88,39.6207,83.2512,71.2
-157.236,0.923239,0.979553,1,3,0,157.595,39.6207,101.843,71.2
-157.238,0.977605,0.979553,2,3,0,157.387,39.4238,79.1132,71.2
-157.288,0.993846,0.979553,2,3,0,157.29,40.668,36.3118,71.2
-158.581,0.76982,0.979553,1,3,0,158.812,45.3313,-7.04064,71.2
-157.483,0.98595,0.979553,1,3,0,158.39,41.9434,77.5907,71.2
-157.741,0.947181,0.979553,1,1,0,157.75,42.9952,152.929,71.2
-158.368,0.880028,0.979553,1,1,0,158.378,44.8189,29.0046,71.2
# 
#  Elapsed Time: 0.103 seconds (Warm-up)
#                0.006 seconds (Sampling)
#                0.109 seconds (Total)
# 
