# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = Barson_Rolfe_model
# start_datetime = 2023-10-03 02:25:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_data_1.json
# init = 2 (Default)
# random
#   seed = 4202960196 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/Barson_Rolfe_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,Kmat_pred_ksi,mu_pred
-70.0541,0.938055,1.12818,1,1,0,70.0587,6.39862,144.014,135.185
-70.0014,1,1.12818,1,1,0,70.1025,6.33334,126.076,135.185
-70.1597,0.955922,1.12818,1,1,0,70.2065,6.51625,133.396,135.185
-70.6008,0.888693,1.12818,1,1,0,70.6494,6.91109,136.87,135.185
-70.299,1,1.12818,1,1,0,70.6206,6.65369,125.982,135.185
-70.1389,1,1.12818,2,3,0,70.3373,6.49418,130.079,135.185
-69.9285,1,1.12818,2,3,0,70.0714,5.33215,141.73,135.185
-69.7621,0.893263,1.12818,2,3,0,70.2988,5.79557,128.516,135.185
-69.9068,0.90027,1.12818,2,3,0,70.195,5.3589,121.698,135.185
-70.1629,0.90304,1.12818,1,1,0,70.1996,5.12107,134.126,135.185
-70.7943,0.917559,1.12818,2,3,0,70.8116,7.05835,142.908,135.185
-71.087,0.931799,1.12818,1,1,0,71.3039,7.26443,118.901,135.185
-71.3887,0.932458,1.12818,1,1,0,71.6701,7.46206,130.672,135.185
-69.8138,1,1.12818,2,3,0,71.1824,5.51077,126.018,135.185
-69.8927,0.989786,1.12818,2,3,0,69.9048,5.37747,129.657,135.185
-69.8927,0.747936,1.12818,1,1,0,70.333,5.37747,140.014,135.185
-70.1337,0.909093,1.12818,1,1,0,70.1657,5.14253,135.751,135.185
-70.1337,0.763261,1.12818,1,1,0,70.6007,5.14253,137.559,135.185
-70.0026,1,1.12818,1,1,0,70.1614,5.25334,137.757,135.185
-69.8071,1,1.12818,1,1,0,69.9343,5.52603,134.456,135.185
-72.6775,0.294018,1.12818,1,1,0,72.6792,4.27636,135.585,135.185
-69.7778,1,1.12818,1,3,0,71.4775,5.61423,131.566,135.185
-69.7912,0.927031,1.12818,2,3,0,70.0244,5.56825,130.805,135.185
-69.773,0.675937,1.12818,2,3,0,71.5028,5.63524,139.546,135.185
-69.773,0.800776,1.12818,1,3,0,70.2678,5.63524,143.051,135.185
-69.8629,0.968063,1.12818,1,1,0,69.8632,5.4207,126.827,135.185
-69.7667,0.800709,1.12818,2,3,0,70.5508,5.67058,143.258,135.185
-69.9211,0.955706,1.12818,1,3,0,69.9585,6.22054,137.98,135.185
-71.0037,0.828897,1.12818,1,3,0,71.0109,7.20746,141.548,135.185
-69.7612,0.935305,1.12818,1,3,0,70.8026,5.72949,134.329,135.185
-70.1892,0.886108,1.12818,2,3,0,70.4175,6.54681,136.069,135.185
-70.4323,0.936608,1.12818,1,1,0,70.5139,6.77267,142.096,135.185
-72.8671,0.604206,1.12818,1,3,0,73.6227,4.23961,137.552,135.185
-71.226,1,1.12818,1,1,0,72.6843,4.63689,134.38,135.185
-69.8046,1,1.12818,1,1,0,70.6517,5.53215,130.821,135.185
-70.0941,0.895796,1.12818,1,1,0,70.0972,5.1732,125.471,135.185
-69.8066,0.962613,1.12818,2,3,0,70.3086,5.99691,134.476,135.185
-69.8066,0.563,1.12818,1,3,0,71.3823,5.99691,137.032,135.185
-69.7842,1,1.12818,1,1,0,69.8042,5.92656,128.322,135.185
-69.8571,0.987876,1.12818,2,3,0,69.879,5.42981,134.921,135.185
-72.8334,0.268668,1.12818,1,1,0,72.8491,4.246,133.01,135.185
-69.762,1,1.12818,1,3,0,71.6116,5.71533,135.555,135.185
-70.0684,0.893662,1.12818,2,3,0,70.2676,6.4155,137.536,135.185
-70.7358,0.929987,1.12818,2,3,0,71.0587,4.81511,126.512,135.185
-69.8748,1,1.12818,1,1,0,70.3976,5.40264,134.698,135.185
-70.9915,0.628905,1.12818,1,1,0,71.0052,4.71631,134.006,135.185
-70.0436,1,1.12818,1,1,0,70.6549,5.21552,144.822,135.185
-69.7986,0.901648,1.12818,2,3,0,70.4563,5.97399,134.877,135.185
-69.9723,0.93867,1.12818,2,3,0,70.1252,5.28361,128.653,135.185
-69.8011,1,1.12818,1,1,0,69.9127,5.54083,126.555,135.185
-70.7496,0.687784,1.12818,1,1,0,70.7496,4.80937,138.285,135.185
-70.1679,0.474065,1.12818,2,3,0,72.949,6.52482,128.277,135.185
-69.7716,0.977462,1.12818,1,3,0,70.1238,5.64179,141.474,135.185
-69.7716,0.546138,1.12818,1,3,0,71.9755,5.64179,146.622,135.185
-69.7648,0.985771,1.12818,2,3,0,69.8201,5.68469,130.737,135.185
-69.7648,0.0662875,1.12818,1,1,0,73.1747,5.68469,142.102,135.185
-69.8372,0.97877,1.12818,1,3,0,69.8566,6.07034,132.744,135.185
-69.7621,1,1.12818,1,3,0,69.8151,5.79532,135.55,135.185
-70.6547,0.807252,1.12818,1,3,0,70.758,6.95322,133.634,135.185
-70.7904,0.966782,1.12818,1,1,0,71.0078,7.05546,127.091,135.185
-70.0309,0.905072,1.12818,2,3,0,71.7164,6.3705,142.827,135.185
-73.476,0.59329,1.12818,1,3,0,73.6764,8.63733,128.9,135.185
-70.9137,1,1.12818,1,1,0,72.9145,7.14447,129.145,135.185
-70.3296,1,1.12818,1,1,0,70.8306,6.68186,130.268,135.185
-69.8976,0.9207,1.12818,2,3,0,71.0797,6.18303,128.02,135.185
-69.8976,0.693464,1.12818,1,3,0,71.5693,6.18303,138.161,135.185
-69.8294,1,1.12818,2,3,0,69.8891,6.05309,139.413,135.185
-70.0844,0.92591,1.12818,1,1,0,70.0858,6.43389,124.992,135.185
-71.1557,0.903376,1.12818,2,3,0,71.1568,7.31056,143.788,135.185
-70.9305,1,1.12818,2,3,0,71.3651,7.15634,131.303,135.185
-72.2618,0.739369,1.12818,1,1,0,72.3465,7.98264,136.523,135.185
-69.9624,1,1.12818,1,3,0,71.7312,6.281,129.883,135.185
-70.0537,0.907002,1.12818,2,3,0,70.8582,6.39816,148.255,135.185
-69.7846,1,1.12818,1,3,0,69.9718,5.92789,130.24,135.185
-70.1635,0.917402,1.12818,1,3,0,70.1704,6.52025,140.799,135.185
-70.9774,0.807707,1.12818,1,1,0,70.9951,7.18923,133.494,135.185
-72.3026,0.741679,1.12818,1,1,0,72.3951,8.0057,147.442,135.185
-70.4288,1,1.12818,1,1,0,71.8519,6.76966,128.224,135.185
-69.7673,0.964563,1.12818,1,3,0,70.335,5.66658,129.316,135.185
-69.8094,0.913243,1.12818,2,3,0,70.142,5.52078,126.303,135.185
-71.9681,0.406409,1.12818,1,1,0,71.9688,4.43145,133.444,135.185
-70.6179,1,1.12818,1,1,0,71.6548,4.86631,133.954,135.185
-69.8561,0.979293,1.12818,1,3,0,70.579,6.10892,143.39,135.185
-69.7701,1,1.12818,2,3,0,69.8545,5.64987,131.05,135.185
-70.6779,0.756429,1.12818,2,3,0,71.0547,6.97106,139.258,135.185
-69.7932,0.998369,1.12818,1,3,0,70.4511,5.95756,128.811,135.185
-69.7677,0.987033,1.12818,2,3,0,69.8549,5.84762,127.928,135.185
-70.0819,0.926394,1.12818,1,3,0,70.0956,6.43105,134.754,135.185
-70.3484,0.929109,1.12818,1,1,0,70.4006,6.69892,132.642,135.185
-70.0996,1,1.12818,1,1,0,70.3388,6.45108,135.511,135.185
-69.7659,0.973094,1.12818,2,3,0,70.2544,5.83485,126.417,135.185
-69.918,0.963085,1.12818,1,3,0,69.922,6.21569,131.154,135.185
-71.4138,0.689105,1.12818,1,3,0,71.6798,4.57921,140.008,135.185
-69.8205,1,1.12818,1,1,0,70.7593,5.49637,129.979,135.185
-69.761,0.966471,1.12818,2,3,0,69.9373,5.73534,129.778,135.185
-69.7634,0.997534,1.12818,2,3,0,69.7704,5.69762,141.943,135.185
-69.7608,1,1.12818,1,3,0,69.7626,5.7458,138.329,135.185
-69.9798,0.931866,1.12818,2,3,0,70.1232,6.30483,135.436,135.185
-69.7957,0.961139,1.12818,2,3,0,70.2866,5.96529,140.165,135.185
-69.8265,0.95451,1.12818,2,3,0,70.0118,6.04658,129.357,135.185
-70.2636,0.849458,1.12818,2,3,0,70.8266,6.62021,145.415,135.185
-69.7611,0.981936,1.12818,2,3,0,70.3429,5.73124,144.554,135.185
-69.8877,0.856588,1.12818,2,3,0,70.3411,5.38426,144.917,135.185
-70.6946,0.717718,1.12818,1,1,0,70.7137,4.83251,140.166,135.185
-70.6946,0.344682,1.12818,1,1,0,72.1224,4.83251,128.515,135.185
-69.8107,1,1.12818,1,1,0,70.3451,5.51765,140.087,135.185
-69.7627,0.960021,1.12818,2,3,0,69.9454,5.70582,131.703,135.185
-69.7627,0.80508,1.12818,1,3,0,70.4589,5.70582,139.971,135.185
-71.1722,0.669921,1.12818,2,3,0,71.7269,7.32154,144.176,135.185
-69.8556,1,1.12818,1,3,0,70.8366,6.10791,132.037,135.185
-69.7607,0.991896,1.12818,2,3,0,69.8962,5.75331,135.162,135.185
-69.8315,0.668099,1.12818,2,3,0,71.653,5.47436,139.554,135.185
-69.7713,1,1.12818,2,3,0,69.8105,5.64344,142.686,135.185
-69.8901,0.961412,1.12818,2,3,0,69.9433,6.17045,141.844,135.185
-69.8336,1,1.12818,2,3,0,69.8714,5.47047,130.372,135.185
-69.7683,1,1.12818,2,3,0,69.8104,5.66012,142.975,135.185
-69.8193,0.616742,1.12818,2,3,0,71.4864,5.49883,133.799,135.185
-71.7021,0.456984,1.12818,1,1,0,71.7036,4.49872,132.318,135.185
-70.1986,1,1.12818,1,1,0,71.1516,5.09611,134.062,135.185
-70.5873,0.844275,1.12818,1,1,0,70.7392,4.88034,126.889,135.185
-74.6184,0.287998,1.12818,2,3,0,75.0873,3.9609,132.646,135.185
-69.9835,1,1.12818,1,3,0,73.3542,6.30972,144.643,135.185
-69.8251,1,1.12818,1,1,0,69.9397,6.04329,134.837,135.185
-70.6148,0.85217,1.12818,1,3,0,70.6299,6.92214,131.152,135.185
-69.8641,1,1.12818,2,3,0,70.4715,5.4188,139.741,135.185
-69.8641,0.315914,1.12818,1,1,0,71.3569,5.4188,139.671,135.185
-70.1554,0.951359,1.12818,2,3,0,70.1756,5.12652,130.979,135.185
-69.8726,1,1.12818,1,1,0,70.0674,5.40595,138.522,135.185
-70.0869,0.919545,1.12818,1,1,0,70.1129,5.17894,136.935,135.185
-69.8209,0.987892,1.12818,2,3,0,70.1902,6.03335,133.836,135.185
-71.0395,0.727837,1.12818,1,3,0,71.1848,4.69928,130.998,135.185
-70.1832,0.925682,1.12818,2,3,0,71.8094,6.54065,138.059,135.185
-69.8541,1,1.12818,1,1,0,70.0875,6.10498,126.688,135.185
-70.0967,0.696074,1.12818,2,3,0,71.7772,5.17111,142.36,135.185
-70.0967,0.400511,1.12818,1,1,0,71.2674,5.17111,140.689,135.185
-70.1711,0.989904,1.12818,2,3,0,70.2946,5.11523,136.333,135.185
-69.929,1,1.12818,1,1,0,70.1197,5.33161,129.996,135.185
-69.929,0.753914,1.12818,1,1,0,70.3625,5.33161,142.764,135.185
-71.0504,0.80708,1.12818,2,3,0,71.0813,4.69548,136.82,135.185
-71.408,0.836959,1.12818,1,1,0,71.9673,4.58092,133.341,135.185
-70.5256,0.828705,1.12818,1,3,0,72.3427,6.85067,123.636,135.185
-69.9483,1,1.12818,2,3,0,70.3694,5.30939,133.511,135.185
-69.8597,1,1.12818,2,3,0,69.9193,6.11588,128.505,135.185
-70.2863,0.77772,1.12818,2,3,0,71.3415,5.03949,141.985,135.185
-69.9676,1,1.12818,1,1,0,70.2136,5.28854,135.874,135.185
-69.7747,0.995085,1.12818,1,3,0,69.9465,5.8867,131.304,135.185
-69.7747,0.932034,1.12818,1,3,0,69.986,5.8867,138.092,135.185
-70.2708,0.89084,1.12818,1,3,0,70.2925,6.62707,129.607,135.185
-70.0068,1,1.12818,2,3,0,70.1829,5.24925,148.376,135.185
-70.492,0.816075,1.12818,1,1,0,70.5599,4.92614,133.228,135.185
-69.9319,0.883617,1.12818,2,3,0,71.1259,6.2369,139.554,135.185
-69.7797,0.968872,1.12818,2,3,0,70.1535,5.90881,127.583,135.185
-69.8346,0.956053,1.12818,2,3,0,69.9877,6.06462,130.063,135.185
-69.8346,0.891381,1.12818,1,3,0,70.2355,6.06462,143.305,135.185
-70.1747,0.903214,1.12818,1,1,0,70.175,6.53191,144.453,135.185
-69.8012,0.938952,1.12818,2,3,0,70.5779,5.9818,125.385,135.185
-70.8029,0.813504,1.12818,1,3,0,70.849,7.06464,136.492,135.185
-70.9027,0.975939,1.12818,1,1,0,71.1643,7.13666,122.498,135.185
-71.438,0.881951,1.12818,1,1,0,71.6319,7.4933,137.352,135.185
-70.5255,1,1.12818,2,3,0,71.108,4.90963,134.65,135.185
-69.7998,0.995991,1.12818,1,3,0,70.3985,5.97753,136.506,135.185
-69.781,0.976191,1.12818,2,3,0,69.9101,5.91383,139.496,135.185
-69.8621,0.944736,1.12818,2,3,0,70.0755,6.12034,126.313,135.185
-69.8373,0.951811,1.12818,2,3,0,70.2119,6.07053,132.394,135.185
-70.1919,0.73264,1.12818,2,3,0,71.4867,5.10068,137.914,135.185
-71.282,0.609828,1.12818,1,1,0,71.4223,4.61919,126.593,135.185
-70.5771,1,1.12818,1,1,0,71.2709,4.88504,134.088,135.185
-70.8365,0.221703,1.12818,2,3,0,75.6048,7.08917,140.369,135.185
-70.6164,1,1.12818,1,1,0,70.9717,6.92336,131.206,135.185
-71.4055,0.826394,1.12818,1,1,0,71.5018,7.47272,124.83,135.185
-69.7607,0.843811,1.12818,2,3,0,71.535,5.74615,136.163,135.185
-69.958,0.923862,1.12818,2,3,0,70.1167,6.27472,131.002,135.185
-69.8602,1,1.12818,1,1,0,69.9459,6.11677,138.869,135.185
-69.8602,0.703252,1.12818,1,3,0,71.0138,6.11677,146.425,135.185
-70.626,0.862733,1.12818,1,3,0,70.631,6.93087,133.69,135.185
-71.1795,0.8737,1.12818,1,1,0,71.3115,7.32634,128.598,135.185
-71.2826,0.976374,1.12818,1,1,0,71.6321,7.39399,133.879,135.185
-70.3916,1,1.12818,2,3,0,71.1057,6.73738,137.475,135.185
-69.8312,0.941451,1.12818,2,3,0,70.8315,6.05709,132.224,135.185
-70.1717,0.726175,1.12818,2,3,0,71.4933,5.11479,141.681,135.185
-69.8893,1,1.12818,1,1,0,70.089,5.38201,124.751,135.185
-69.7687,0.996752,1.12818,1,3,0,69.8757,5.8542,125.232,135.185
-69.7683,1,1.12818,2,3,0,69.7711,5.85136,133.15,135.185
-69.7793,0.998799,1.12818,2,3,0,69.7806,5.90696,126.755,135.185
-70.6823,0.81975,1.12818,1,3,0,70.741,6.97441,124.7,135.185
-70.6823,0.609,1.12818,1,3,0,74.0155,6.97441,140.387,135.185
-69.9628,1,1.12818,1,1,0,70.4833,6.28149,144.467,135.185
-70.4181,0.959857,1.12818,2,3,0,70.4288,6.76045,135.307,135.185
-69.8325,1,1.12818,1,3,0,70.2481,6.06005,131.909,135.185
-70.1392,0.858169,1.12818,2,3,0,70.6592,5.13837,136.658,135.185
-71.2727,0.60075,1.12818,1,1,0,71.3892,4.62212,129.905,135.185
-70.3104,0.863755,1.12818,2,3,0,72.3028,6.66423,137.545,135.185
-69.7611,0.985876,1.12818,1,3,0,70.1906,5.77798,127.213,135.185
-69.7631,0.999335,1.12818,1,1,0,69.7631,5.80893,140.282,135.185
-69.96,0.831925,1.12818,2,3,0,70.5265,5.29665,129.101,135.185
-71.1935,0.587597,1.12818,1,1,0,71.2354,4.64738,126.023,135.185
-69.7611,1,1.12818,1,3,0,70.6781,5.73376,138.414,135.185
-69.8727,0.969815,1.12818,1,3,0,69.8767,5.40574,135.857,135.185
-69.8253,1,1.12818,1,1,0,69.8734,5.48645,134.775,135.185
-69.7719,0.8821,1.12818,2,3,0,70.2141,5.64031,133.103,135.185
-69.7719,0.953469,1.12818,1,3,0,69.9214,5.64031,138.084,135.185
-69.977,0.949676,1.12818,2,3,0,70.0548,6.30095,140.32,135.185
-69.9932,0.995269,1.12818,1,1,0,70.0566,6.32258,144.544,135.185
-70.1548,0.954922,1.12818,1,1,0,70.199,6.51106,129.56,135.185
-70.0805,0.9261,1.12818,2,3,0,71.2351,6.42943,145.463,135.185
-70.6028,0.867835,1.12818,1,1,0,70.6282,6.91265,147.972,135.185
-72.567,0.690725,1.12818,1,3,0,73.5108,4.29859,131.791,135.185
-69.7692,1,1.12818,1,3,0,71.4331,5.65472,137.975,135.185
-71.5835,0.603934,1.12818,1,3,0,71.5913,4.53076,135.763,135.185
-69.7982,1,1.12818,1,3,0,71.0849,5.97285,138.322,135.185
# 
#  Elapsed Time: 0.12 seconds (Warm-up)
#                0.007 seconds (Sampling)
#                0.127 seconds (Total)
# 
