# stan_version_major = 2
# stan_version_minor = 33
# stan_version_patch = 0
# model = AnnexJ_model
# start_datetime = 2023-10-02 19:46:48 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/AnnexJ_data_1.json
# init = 2 (Default)
# random
#   seed = 4179057733 (Default)
# output
#   file = /Users/ddifrancesco/Github/IMAC_XLII/tmp/AnnexJ_chain.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 6
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.33.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,Kmat_MPa_m_pred,mu_pred
-157.919,0.988591,0.959741,1,1,0,158.062,36.1663,58.6797,73.1113
-157.72,1,0.959741,1,1,0,157.944,36.6845,46.0746,73.1113
-157.393,0.91792,0.959741,1,3,0,158.318,41.4616,132.887,73.1113
-157.451,0.873131,0.959741,2,3,0,158.598,37.6302,79.3497,73.1113
-157.601,0.964486,0.959741,1,1,0,157.623,37.0537,113.387,73.1113
-158.232,0.95138,0.959741,2,3,0,158.241,35.5012,85.6621,73.1113
-158.232,0.55317,0.959741,1,1,0,159.847,35.5012,125.545,73.1113
-157.621,0.871221,0.959741,2,3,0,159.46,36.9858,48.153,73.1113
-157.34,1,0.959741,2,7,0,157.562,41.1094,-12.9059,73.1113
-157.237,0.996823,0.959741,1,3,0,157.363,39.5349,36.2389,73.1113
-157.525,0.929876,0.959741,1,3,0,157.647,42.1397,68.1253,73.1113
-158.262,0.761996,0.959741,1,3,0,159.507,35.4443,107.152,73.1113
-158.866,0.8524,0.959741,1,1,0,159.01,34.4604,107.069,73.1113
-159.646,0.8064,0.959741,1,1,0,159.918,33.4743,15.5924,73.1113
-158.525,1,0.959741,1,1,0,159.486,34.9828,5.92054,73.1113
-157.675,1,0.959741,1,1,0,158.318,36.8177,48.7329,73.1113
-157.359,1,0.959741,1,1,0,157.599,38.1039,63.4999,73.1113
-158.612,0.66239,0.959741,1,3,0,159.851,45.4025,96.1217,73.1113
-161.238,0.800538,0.959741,2,7,0,161.31,31.96,25.201,73.1113
-159.272,1,0.959741,1,1,0,160.913,33.9177,27.4459,73.1113
-159.559,0.974408,0.959741,2,3,0,160.025,33.5739,85.5658,73.1113
-158.063,1,0.959741,1,1,0,159.19,35.8433,87.9413,73.1113
-159.237,0.733739,0.959741,1,1,0,159.282,33.9622,58.9254,73.1113
-158.036,1,0.959741,1,1,0,158.96,35.9011,133.489,73.1113
-157.374,1,0.959741,2,3,0,157.886,41.3408,29.6907,73.1113
-157.237,0.99805,0.959741,1,3,0,157.381,39.7569,66.5767,73.1113
-157.236,0.999992,0.959741,1,3,0,157.237,39.6547,32.5256,73.1113
-157.34,0.985854,0.959741,2,3,0,157.355,38.2235,141.012,73.1113
-157.302,0.973992,0.959741,1,3,0,157.544,40.8067,53.3212,73.1113
-157.24,0.88629,0.959741,2,3,0,158.167,39.8955,81.1549,73.1113
-157.768,0.876962,0.959741,1,3,0,157.982,36.5483,59.8207,73.1113
-158.011,0.58411,0.959741,2,3,0,162.216,43.8598,-14.1613,73.1113
-158.531,0.902754,0.959741,1,1,0,158.583,45.2153,65.0308,73.1113
-157.419,0.995222,0.959741,2,7,0,158.282,37.7812,22.6685,73.1113
-157.613,0.882816,0.959741,1,3,0,158.289,42.5146,118.366,73.1113
-157.878,0.947239,0.959741,1,1,0,157.904,43.4554,7.67182,73.1113
-157.415,0.928346,0.959741,1,3,0,158.627,37.7997,32.6919,73.1113
-158.201,0.818199,0.959741,2,3,0,159.051,35.5611,49.1143,73.1113
-157.712,1,0.959741,1,1,0,158.114,36.7071,54.3537,73.1113
-157.429,0.908623,0.959741,1,3,0,158.394,41.667,75.3965,73.1113
-157.238,0.99334,0.959741,1,3,0,157.479,39.4618,1.06127,73.1113
-157.829,0.874975,0.959741,1,3,0,157.975,36.3868,133.003,73.1113
-157.431,1,0.959741,1,1,0,157.734,37.725,47.0877,73.1113
-157.244,0.988171,0.959741,1,3,0,157.507,40.0282,35.2233,73.1113
-157.245,0.997321,0.959741,1,3,0,157.267,39.2166,75.5483,73.1113
-157.371,0.984993,0.959741,2,3,0,157.373,41.3223,118.272,73.1113
-157.283,1,0.959741,1,1,0,157.352,40.6124,61.551,73.1113
-158.447,0.791659,0.959741,1,3,0,158.665,45.0126,44.0674,73.1113
-158.035,1,0.959741,1,1,0,158.437,43.9281,117.009,73.1113
-157.269,0.957967,0.959741,1,3,0,158.408,38.8344,7.43196,73.1113
-157.269,0.201083,0.959741,1,3,0,164.317,38.8344,53.4834,73.1113
-157.611,0.776564,0.959741,2,3,0,158.921,42.5073,3.05042,73.1113
-157.364,0.978882,0.959741,2,3,0,157.832,41.2738,37.529,73.1113
-157.34,1,0.959741,2,3,0,157.375,41.1129,55.1319,73.1113
-157.972,0.90206,0.959741,1,3,0,158.008,43.7446,74.2676,73.1113
-158.27,0.886894,0.959741,2,3,0,159.395,44.5711,134.464,73.1113
-157.657,1,0.959741,2,3,0,158.15,42.6888,144.851,73.1113
-157.237,0.988584,0.959741,1,3,0,157.747,39.489,76.0342,73.1113
-157.382,0.98109,0.959741,2,3,0,157.392,41.3894,62.3008,73.1113
-157.384,0.999797,0.959741,2,7,0,157.385,37.9607,62.0395,73.1113
-157.422,0.937402,0.959741,1,3,0,157.861,41.6247,56.6883,73.1113
-157.3,1,0.959741,1,1,0,157.396,40.7857,100.586,73.1113
-157.27,0.987434,0.959741,1,3,0,157.41,38.8221,109.197,73.1113
-157.299,0.993272,0.959741,1,1,0,157.301,38.5306,109.264,73.1113
-158.766,0.745036,0.959741,1,3,0,158.913,34.6068,86.1894,73.1113
-157.643,1,0.959741,2,7,0,158.521,42.6358,81.1586,73.1113
-157.667,0.995197,0.959741,1,1,0,157.746,42.7257,32.9086,73.1113
-158.199,0.898174,0.959741,1,1,0,158.207,44.3833,91.211,73.1113
-157.301,0.990274,0.959741,2,3,0,158.282,40.7944,97.9546,73.1113
-157.254,0.996154,0.959741,2,3,0,157.337,40.238,38.9672,73.1113
-157.352,0.967033,0.959741,1,3,0,157.464,38.1491,61.2032,73.1113
-161.681,0.417819,0.959741,1,3,0,162.103,31.6111,50.031,73.1113
-157.754,1,0.959741,2,3,0,160.872,43.0417,73.602,73.1113
-157.769,0.998699,0.959741,2,7,0,157.77,36.5471,65.7698,73.1113
-157.386,0.916664,0.959741,1,3,0,158.367,41.4159,92.7801,73.1113
-157.837,0.846372,0.959741,1,3,0,158.535,36.3683,42.3464,73.1113
-159.285,0.686619,0.959741,1,1,0,159.29,33.902,71.1128,73.1113
-157.295,0.902132,0.959741,1,3,0,159.871,40.7352,56.7839,73.1113
-157.794,0.915992,0.959741,1,3,0,157.836,43.1799,111.934,73.1113
-157.446,0.968586,0.959741,2,3,0,158.14,41.7562,131.286,73.1113
-157.593,0.969705,0.959741,1,1,0,157.609,42.4359,16.2149,73.1113
-157.37,1,0.959741,2,3,0,157.547,41.3145,72.4752,73.1113
-157.299,0.978797,0.959741,1,3,0,157.582,38.5326,45.053,73.1113
-157.416,0.965247,0.959741,2,3,0,157.598,37.7947,83.6869,73.1113
-157.419,0.999291,0.959741,1,1,0,157.46,37.7801,47.2102,73.1113
-157.517,0.976721,0.959741,1,1,0,157.54,37.3548,131.263,73.1113
-157.868,0.91745,0.959741,1,1,0,157.883,36.2884,57.6838,73.1113
-157.24,0.996956,0.959741,2,3,0,157.898,39.3549,30.5719,73.1113
-157.239,0.998817,0.959741,2,7,0,157.248,39.8677,108.138,73.1113
-157.257,0.935674,0.959741,2,3,0,157.687,40.2774,16.3028,73.1113
-157.303,0.994673,0.959741,2,7,0,157.305,38.4936,86.0927,73.1113
-157.34,0.991494,0.959741,1,1,0,157.348,38.2246,183.359,73.1113
-157.344,0.978542,0.959741,2,3,0,157.551,38.1976,53.7409,73.1113
-157.243,0.992062,0.959741,1,3,0,157.397,39.9987,77.9734,73.1113
-157.586,0.914021,0.959741,1,3,0,157.759,37.1034,62.5155,73.1113
-158.896,0.841591,0.959741,2,7,0,158.916,46.0323,33.6043,73.1113
-157.329,1,0.959741,2,3,0,158.56,38.2983,79.649,73.1113
-157.422,0.934659,0.959741,2,7,0,157.758,41.6272,39.6262,73.1113
-157.427,0.999665,0.959741,2,7,0,157.427,37.7418,34.2968,73.1113
-157.427,0.658523,0.959741,1,3,0,159.201,37.7418,92.8229,73.1113
-157.366,1,0.959741,1,1,0,157.43,38.0645,63.3107,73.1113
-157.366,0.6183,0.959741,2,3,0,160.196,38.0645,82.8904,73.1113
-157.466,0.992198,0.959741,2,3,0,157.477,37.567,42.2369,73.1113
-158.048,0.867008,0.959741,1,1,0,158.048,35.8744,53.9456,73.1113
-158.409,0.910782,0.959741,1,1,0,158.537,35.1784,52.1205,73.1113
-157.807,1,0.959741,2,3,0,158.3,36.4444,44.0379,73.1113
-157.807,0.6543,0.959741,1,1,0,159.019,36.4444,110.402,73.1113
-157.25,0.989413,0.959741,2,3,0,157.887,39.1081,45.7598,73.1113
-157.25,0.968278,0.959741,1,3,0,157.394,39.1081,72.0088,73.1113
-157.527,0.966188,0.959741,2,3,0,157.533,42.1511,107.069,73.1113
-157.54,0.997264,0.959741,1,1,0,157.599,42.2101,106.021,73.1113
-157.54,0.768427,0.959741,1,3,0,159.029,42.2101,95.362,73.1113
-157.452,0.93393,0.959741,1,3,0,158.177,37.6257,52.6052,73.1113
-157.28,0.971385,0.959741,1,3,0,157.653,40.5881,100.504,73.1113
-157.246,0.997681,0.959741,2,3,0,157.302,40.0833,43.5139,73.1113
-158.349,0.782017,0.959741,1,3,0,158.661,44.7715,67.274,73.1113
-157.236,1,0.959741,2,3,0,158.217,39.6933,60.0546,73.1113
-157.236,0.997313,0.959741,2,3,0,157.254,39.7038,96.9308,73.1113
-157.24,0.988205,0.959741,2,3,0,157.317,39.3429,59.8012,73.1113
-157.24,0.765453,0.959741,1,3,0,158.439,39.3429,135.29,73.1113
-157.236,0.962761,0.959741,2,3,0,157.498,39.5984,97.474,73.1113
-157.608,0.912416,0.959741,1,3,0,157.753,42.4972,102.908,73.1113
-157.24,0.801314,0.959741,2,3,0,159.367,39.3566,91.7534,73.1113
-157.485,0.935385,0.959741,1,3,0,157.62,41.9536,102.215,73.1113
-157.414,1,0.959741,1,1,0,157.492,41.5814,121.991,73.1113
-157.48,0.889084,0.959741,2,3,0,158.5,37.5053,43.8322,73.1113
-157.577,0.97674,0.959741,1,1,0,157.614,37.1345,105.96,73.1113
-157.576,1,0.959741,2,3,0,157.657,37.1385,119.532,73.1113
-158.139,0.869411,0.959741,1,1,0,158.148,35.6845,28.4651,73.1113
-157.277,1,0.959741,2,3,0,157.99,40.5521,76.1693,73.1113
-157.277,0.987482,0.959741,1,3,0,157.386,38.7417,147.284,73.1113
-158.307,0.875525,0.959741,2,3,0,158.326,44.6645,47.6351,73.1113
-157.298,0.985849,0.959741,1,3,0,158.242,40.7616,34.1675,73.1113
-158.142,0.852322,0.959741,2,3,0,158.742,35.679,65.0635,73.1113
-159.591,0.679656,0.959741,1,1,0,159.633,33.5368,55.5154,73.1113
-158.167,0.62975,0.959741,1,3,0,162.864,44.299,82.7303,73.1113
-158.739,0.894807,0.959741,1,1,0,158.807,45.6892,105.459,73.1113
-157.627,0.850899,0.959741,1,3,0,160.441,36.9673,47.8766,73.1113
-157.799,0.986114,0.959741,2,3,0,157.857,36.4654,94.0186,73.1113
-157.826,0.993411,0.959741,1,1,0,157.955,36.3964,83.7266,73.1113
-158.673,0.638739,0.959741,1,3,0,161.106,45.5424,112.947,73.1113
-158.118,1,0.959741,1,1,0,158.627,44.1628,132.839,73.1113
-157.238,0.977943,0.959741,1,3,0,158.31,39.46,130.426,73.1113
-157.238,0.99985,0.959741,1,1,0,157.238,39.4249,40.393,73.1113
-157.881,0.865857,0.959741,1,3,0,158.032,36.2573,126.164,73.1113
-157.241,0.995626,0.959741,2,3,0,157.92,39.3157,151.643,73.1113
-157.303,0.980785,0.959741,1,3,0,157.355,40.8112,74.7909,73.1113
-158.462,0.800041,0.959741,1,3,0,158.643,45.0497,97.4661,73.1113
-157.256,0.953523,0.959741,1,3,0,158.899,38.9997,78.6369,73.1113
-157.309,0.963741,0.959741,2,3,0,157.509,40.8605,43.4505,73.1113
-160.017,0.706955,0.959741,2,3,0,160.477,48.181,121.176,73.1113
-158.857,1,0.959741,1,1,0,159.885,45.9483,93.4658,73.1113
-158.857,0.671348,0.959741,1,1,0,160.619,45.9483,126.64,73.1113
-157.517,0.980923,0.959741,1,3,0,158.646,42.1028,46.439,73.1113
-157.244,0.996478,0.959741,1,3,0,157.509,40.0296,113.122,73.1113
-157.239,1,0.959741,1,1,0,157.243,39.8559,100.441,73.1113
-157.459,0.952473,0.959741,1,3,0,157.513,41.8247,43.5871,73.1113
-157.707,0.94982,0.959741,1,1,0,157.714,42.8752,8.34218,73.1113
-157.678,0.878269,0.959741,1,3,0,158.895,36.8081,56.3553,73.1113
-157.255,0.997804,0.959741,1,3,0,157.63,39.0258,80.6337,73.1113
-157.568,0.775578,0.959741,2,3,0,158.921,42.3286,27.1749,73.1113
-157.31,0.999386,0.959741,2,7,0,157.513,38.4367,28.7197,73.1113
-157.259,0.999993,0.959741,2,7,0,157.3,40.3084,115.442,73.1113
-157.305,0.979489,0.959741,1,3,0,157.4,38.4839,122.941,73.1113
-157.325,0.99518,0.959741,1,1,0,157.336,38.3255,27.0655,73.1113
-157.247,0.999823,0.959741,1,3,0,157.311,39.1704,58.162,73.1113
-157.308,0.94525,0.959741,2,3,0,157.62,40.8558,73.0819,73.1113
-157.357,0.989626,0.959741,1,1,0,157.362,41.2267,70.4581,73.1113
-157.503,0.96017,0.959741,2,3,0,157.743,42.0409,43.4231,73.1113
-157.281,0.972837,0.959741,1,3,0,157.735,38.7005,150.751,73.1113
-157.33,0.988673,0.959741,1,1,0,157.332,38.2931,88.9842,73.1113
-158.159,0.903628,0.959741,2,3,0,158.16,44.2762,139.692,73.1113
-158.168,0.997527,0.959741,2,7,0,158.178,35.6256,96.0015,73.1113
