iteration,chain,sigma,Kmat_pred_ksi,mu_pred
61,4,4.95822,140.712,135.185
62,4,4.97646,138.025,135.185
63,4,5.1691,121.717,135.185
64,4,5.22161,130.947,135.185
65,4,6.41985,134.22,135.185
66,4,5.18838,130.315,135.185
67,4,4.80027,141.175,135.185
68,4,5.032,130.902,135.185
69,4,4.80735,142.249,135.185
70,4,4.70763,136.216,135.185
71,4,4.87674,132.403,135.185
72,4,5.06313,138.766,135.185
73,4,6.38978,131.326,135.185
74,4,5.51095,131.402,135.185
75,4,6.26828,147.765,135.185
76,4,8.00511,128.557,135.185
77,4,4.69723,143.862,135.185
78,4,7.24183,135.994,135.185
79,4,6.09805,127.104,135.185
80,4,6.46023,134.751,135.185
81,4,6.01838,137.551,135.185
82,4,5.30514,141.959,135.185
83,4,5.69705,143.015,135.185
84,4,5.84506,128.897,135.185
85,4,5.77272,125.414,135.185
86,4,5.24877,127.213,135.185
87,4,5.93444,134.55,135.185
88,4,5.03899,127.681,135.185
89,4,5.15442,133.866,135.185
90,4,6.55471,134.885,135.185
91,4,6.66579,140.438,135.185
92,4,5.0335,134.774,135.185
93,4,5.24025,123.339,135.185
94,4,4.33942,138.589,135.185
95,4,4.34415,129.022,135.185
96,4,4.47402,128.061,135.185
97,4,4.72565,138.767,135.185
98,4,4.58959,138.382,135.185
99,4,4.5164,133.68,135.185
100,4,7.34131,141.713,135.185
101,4,7.70824,121.098,135.185
102,4,7.69716,133.822,135.185
103,4,6.49872,136.03,135.185
104,4,6.475,123.658,135.185
105,4,6.59262,133.745,135.185
106,4,6.5971,126.7,135.185
107,4,5.52734,129.11,135.185
108,4,6.03882,134.002,135.185
109,4,5.57443,140.276,135.185
110,4,7.4368,137.519,135.185
111,4,7.63536,137.398,135.185
112,4,7.54429,145.389,135.185
113,4,7.92648,130.581,135.185
114,4,8.31999,142.943,135.185
115,4,7.73743,132.836,135.185
116,4,7.74354,142.262,135.185
117,4,8.20583,140.021,135.185
118,4,6.63246,135.93,135.185
119,4,4.60416,132.877,135.185
120,4,4.60739,141.013,135.185
121,4,5.9401,131.052,135.185
122,4,5.37945,145.246,135.185
123,4,5.26685,132.73,135.185
124,4,5.16402,134.529,135.185
125,4,5.16458,132.728,135.185
126,4,5.48391,123.645,135.185
127,4,5.83591,137.99,135.185
128,4,5.98394,141.6,135.185
129,4,6.00364,136.594,135.185
130,4,5.49816,133.595,135.185
131,4,6.14553,146.502,135.185
132,4,6.17186,141.757,135.185
133,4,5.40349,143.842,135.185
134,4,5.44764,132.211,135.185
135,4,6.30066,137.672,135.185
136,4,5.1997,135.929,135.185
137,4,5.21726,137.319,135.185
138,4,4.95147,126.548,135.185
139,4,5.10974,128.56,135.185
140,4,5.10855,145.491,135.185
141,4,4.91161,132.533,135.185
142,4,6.07528,137.972,135.185
143,4,6.15866,127.643,135.185
144,4,7.24179,140.422,135.185
145,4,7.47289,132.457,135.185
146,4,7.6957,134.05,135.185
147,4,7.78805,142.516,135.185
148,4,4.68286,132.306,135.185
149,4,4.86693,137.012,135.185
150,4,5.02238,131.98,135.185
151,4,6.26929,132.474,135.185
152,4,6.15134,123.331,135.185
153,4,5.35749,130.728,135.185
154,4,5.29964,139.994,135.185
155,4,6.32988,132.214,135.185
156,4,6.27601,123.148,135.185
157,4,5.71122,142.087,135.185
158,4,6.24737,118.0,135.185
159,4,6.44086,132.846,135.185
160,4,6.25505,141.578,135.185
161,4,5.74778,140.653,135.185
162,4,5.97567,127.896,135.185
163,4,5.9579,135.534,135.185
164,4,5.42365,136.417,135.185
165,4,5.41916,134.396,135.185
166,4,5.46913,137.001,135.185
167,4,5.93012,129.775,135.185
168,4,5.29429,138.07,135.185
169,4,5.72352,134.183,135.185
170,4,5.93277,140.876,135.185
171,4,5.40058,138.274,135.185
172,4,6.1753,134.592,135.185
173,4,5.70681,134.906,135.185
174,4,5.54882,125.886,135.185
175,4,5.53131,131.81,135.185
176,4,6.37105,136.811,135.185
177,4,6.49148,137.994,135.185
178,4,5.80326,130.254,135.185
179,4,6.35176,137.003,135.185
180,4,6.39588,126.821,135.185
181,4,5.14868,131.956,135.185
182,4,5.94443,144.646,135.185
183,4,6.54725,138.191,135.185
184,4,5.42855,152.719,135.185
185,4,5.96667,139.103,135.185
186,4,5.22999,151.009,135.185
187,4,5.04804,132.106,135.185
188,4,4.8207,130.559,135.185
189,4,5.97338,135.819,135.185
190,4,5.82152,135.514,135.185
191,4,5.44535,134.9,135.185
192,4,5.52331,127.588,135.185
193,4,5.18029,128.662,135.185
194,4,5.36428,136.825,135.185
195,4,5.59097,139.439,135.185
196,4,5.96792,133.959,135.185
197,4,5.05013,130.195,135.185
198,4,4.86141,131.114,135.185
199,4,5.17062,132.182,135.185
200,4,5.862,153.197,135.185
201,4,5.88766,134.066,135.185
202,4,5.2187,136.694,135.185
203,4,5.1974,131.737,135.185
204,4,5.20275,136.875,135.185
205,4,6.01138,140.004,135.185
206,4,5.75719,130.664,135.185
207,4,5.24425,141.952,135.185
208,4,5.02978,139.72,135.185
209,4,5.97854,131.967,135.185
210,4,5.26975,132.985,135.185
211,4,6.04882,134.494,135.185
212,4,5.66209,137.966,135.185
213,4,6.19157,137.783,135.185
214,4,5.74732,126.701,135.185
215,4,5.74732,135.283,135.185
216,4,6.12596,132.265,135.185
217,4,6.25944,130.991,135.185
218,4,5.31946,132.028,135.185
219,4,5.31946,131.151,135.185
220,4,5.12417,127.293,135.185
221,4,4.78834,139.322,135.185
222,4,4.69407,129.027,135.185
223,4,4.7871,132.627,135.185
224,4,5.07988,127.268,135.185
225,4,5.26703,128.468,135.185
226,4,6.20812,138.365,135.185
227,4,5.00612,134.73,135.185
228,4,4.8767,136.839,135.185
229,4,6.74628,140.946,135.185
230,4,7.10717,138.228,135.185
231,4,6.01066,127.468,135.185
232,4,5.73455,138.244,135.185
233,4,6.74425,136.176,135.185
234,4,6.72032,135.174,135.185
235,4,4.93117,136.343,135.185
236,4,6.06005,138.188,135.185
237,4,5.44918,142.448,135.185
238,4,6.37189,130.867,135.185
239,4,5.20098,131.126,135.185
240,4,5.23435,132.524,135.185
241,4,5.25433,130.407,135.185
242,4,5.22782,133.78,135.185
243,4,7.87263,139.929,135.185
244,4,6.16089,130.988,135.185
245,4,5.64193,134.37,135.185
246,4,6.3432,153.967,135.185
247,4,6.37895,137.412,135.185
248,4,6.17119,138.714,135.185
249,4,6.25903,139.95,135.185
250,4,6.43581,132.689,135.185
