iteration,chain,sigma,Kmat_MPa_m_pred,mu_pred
39,4,34.0088,81.8543,71.2
40,4,36.0342,-3.49521,71.2
41,4,34.8313,82.4976,71.2
42,4,35.9572,77.9267,71.2
43,4,37.4554,82.4517,71.2
44,4,41.4503,68.6022,71.2
45,4,39.6234,66.1534,71.2
46,4,38.718,55.167,71.2
47,4,40.4928,41.7043,71.2
48,4,39.1384,0.563445,71.2
49,4,39.2002,94.246,71.2
50,4,39.2002,59.531,71.2
51,4,33.6647,60.7862,71.2
52,4,34.1433,43.1011,71.2
53,4,31.38,68.6768,71.2
54,4,33.7341,86.4458,71.2
55,4,35.6981,47.2653,71.2
56,4,37.4394,75.4646,71.2
57,4,38.2291,82.0413,71.2
58,4,40.6783,47.6875,71.2
59,4,32.339,74.862,71.2
60,4,41.8345,90.5984,71.2
61,4,37.288,57.4619,71.2
62,4,41.6469,143.453,71.2
63,4,42.954,61.0116,71.2
64,4,36.6661,57.884,71.2
65,4,42.4971,94.9718,71.2
66,4,38.4076,104.439,71.2
67,4,37.6409,38.8342,71.2
68,4,39.1876,-13.2746,71.2
69,4,41.8107,5.84289,71.2
70,4,37.2804,76.6665,71.2
71,4,37.5963,112.322,71.2
72,4,36.7305,57.9567,71.2
73,4,36.3271,57.7449,71.2
74,4,40.4023,25.3156,71.2
75,4,38.418,58.3892,71.2
76,4,37.4919,113.568,71.2
77,4,42.2692,55.4111,71.2
78,4,41.5024,101.069,71.2
79,4,38.7231,62.2851,71.2
80,4,36.6884,43.0563,71.2
81,4,35.5853,43.1873,71.2
82,4,39.1533,37.9835,71.2
83,4,35.8237,31.4053,71.2
84,4,36.3037,74.0995,71.2
85,4,42.1082,157.288,71.2
86,4,42.1082,49.972,71.2
87,4,41.3182,26.6692,71.2
88,4,41.3182,66.5977,71.2
89,4,38.7434,71.774,71.2
90,4,38.3435,62.8441,71.2
91,4,38.5784,126.691,71.2
92,4,38.4314,54.5644,71.2
93,4,39.7108,28.9703,71.2
94,4,38.8971,72.9159,71.2
95,4,40.3606,114.229,71.2
96,4,40.2308,56.5432,71.2
97,4,39.4448,51.8903,71.2
98,4,37.0917,78.4292,71.2
99,4,37.9221,77.6111,71.2
100,4,39.9063,55.4412,71.2
101,4,39.1459,22.8702,71.2
102,4,34.6099,94.0642,71.2
103,4,34.515,38.3688,71.2
104,4,33.1562,51.9627,71.2
105,4,40.9936,41.9943,71.2
106,4,41.6413,39.8992,71.2
107,4,38.4642,146.384,71.2
108,4,38.2101,86.443,71.2
109,4,40.6472,65.7062,71.2
110,4,39.0395,142.258,71.2
111,4,36.2386,52.1579,71.2
112,4,37.2054,127.435,71.2
113,4,41.9752,146.822,71.2
114,4,41.1111,110.414,71.2
115,4,38.4771,73.2357,71.2
116,4,37.97,132.517,71.2
117,4,40.3256,106.324,71.2
118,4,40.0181,43.4553,71.2
119,4,38.9938,37.463,71.2
120,4,39.7919,94.9699,71.2
121,4,42.8104,139.138,71.2
122,4,40.3988,25.1221,71.2
123,4,35.8542,52.6807,71.2
124,4,37.0145,82.0965,71.2
125,4,36.8825,110.666,71.2
126,4,35.746,65.9071,71.2
127,4,41.2934,52.5299,71.2
128,4,39.2324,70.3335,71.2
129,4,37.1096,73.2337,71.2
130,4,42.2162,17.948,71.2
131,4,39.0549,109.898,71.2
132,4,35.9214,82.8133,71.2
133,4,36.5701,55.5155,71.2
134,4,36.5701,86.9589,71.2
135,4,35.7991,79.8387,71.2
136,4,35.6901,63.0344,71.2
137,4,36.0524,63.2039,71.2
138,4,36.1314,86.539,71.2
139,4,41.4696,117.828,71.2
140,4,41.0654,93.9923,71.2
141,4,35.8594,36.1197,71.2
142,4,35.0186,101.165,71.2
143,4,42.3208,48.5079,71.2
144,4,43.1159,102.35,71.2
145,4,41.6718,107.879,71.2
146,4,44.7618,84.5072,71.2
147,4,40.5666,113.978,71.2
148,4,40.8876,150.481,71.2
149,4,36.7755,44.8345,71.2
150,4,39.8617,45.5516,71.2
151,4,39.2234,77.7106,71.2
152,4,42.7295,78.0477,71.2
153,4,35.8733,87.8924,71.2
154,4,35.1021,95.7049,71.2
155,4,36.8505,94.0931,71.2
156,4,39.3855,113.719,71.2
157,4,34.1853,84.8732,71.2
158,4,40.2208,47.3754,71.2
159,4,38.6127,40.1874,71.2
160,4,40.3319,108.71,71.2
161,4,40.8253,101.623,71.2
162,4,40.0578,60.1225,71.2
163,4,39.1159,70.3603,71.2
164,4,41.0068,-4.17159,71.2
165,4,39.9496,119.547,71.2
166,4,41.1965,61.9442,71.2
167,4,41.2695,135.302,71.2
168,4,37.5665,98.8723,71.2
169,4,41.8546,35.8875,71.2
170,4,37.6584,78.8448,71.2
171,4,38.349,78.1265,71.2
172,4,47.0317,28.6892,71.2
173,4,43.9969,146.414,71.2
174,4,37.6115,69.316,71.2
175,4,46.2641,77.9818,71.2
176,4,48.5429,106.361,71.2
177,4,46.0162,62.1239,71.2
178,4,48.1278,91.1904,71.2
179,4,49.3549,125.651,71.2
180,4,36.0284,120.156,71.2
181,4,36.0824,75.2515,71.2
182,4,36.7602,115.576,71.2
183,4,36.2097,66.0875,71.2
184,4,40.3728,85.8364,71.2
185,4,41.8116,54.261,71.2
186,4,40.8023,45.4972,71.2
187,4,41.1903,103.58,71.2
188,4,41.0357,34.6861,71.2
189,4,41.9415,-2.96461,71.2
190,4,39.202,103.149,71.2
191,4,39.202,85.4063,71.2
192,4,40.1606,58.2271,71.2
193,4,40.1606,31.6382,71.2
194,4,42.3509,24.6247,71.2
195,4,44.8991,110.339,71.2
196,4,44.2077,58.5072,71.2
197,4,43.4481,142.3,71.2
198,4,43.1329,68.6515,71.2
199,4,44.4236,88.8039,71.2
200,4,40.8306,34.1306,71.2
201,4,41.5723,119.67,71.2
202,4,41.3167,137.973,71.2
203,4,41.0234,48.9681,71.2
204,4,35.5321,56.0544,71.2
205,4,36.0284,63.9679,71.2
206,4,43.8248,81.4645,71.2
207,4,36.346,76.3009,71.2
208,4,36.346,96.6169,71.2
209,4,43.9108,99.8578,71.2
210,4,40.4352,17.3556,71.2
211,4,37.8407,19.023,71.2
212,4,41.1701,119.159,71.2
213,4,39.9868,49.8758,71.2
214,4,37.0213,56.9805,71.2
215,4,35.6589,49.4303,71.2
216,4,39.4469,76.6729,71.2
217,4,39.3967,24.6871,71.2
218,4,39.6562,23.2857,71.2
219,4,39.0922,28.8759,71.2
220,4,38.0734,88.5355,71.2
221,4,37.5243,68.5219,71.2
222,4,40.2892,71.7113,71.2
223,4,39.6708,109.247,71.2
224,4,40.9139,83.5167,71.2
225,4,37.5844,88.9903,71.2
226,4,38.2515,47.5383,71.2
227,4,38.5648,20.5361,71.2
228,4,34.0723,70.4042,71.2
229,4,35.6814,15.2496,71.2
230,4,35.5858,110.856,71.2
231,4,36.0244,141.849,71.2
232,4,36.0244,21.9051,71.2
233,4,36.3754,135.014,71.2
234,4,39.1386,157.376,71.2
235,4,38.7514,70.0829,71.2
236,4,40.556,79.8703,71.2
237,4,34.6966,85.7576,71.2
238,4,39.4294,72.0045,71.2
239,4,36.3336,76.2037,71.2
240,4,34.0675,102.846,71.2
241,4,40.7201,5.57392,71.2
242,4,40.4082,56.1928,71.2
243,4,40.2444,53.5478,71.2
244,4,38.548,57.4134,71.2
245,4,40.2405,30.2739,71.2
246,4,40.2399,128.676,71.2
247,4,43.939,39.4771,71.2
248,4,42.6449,89.6678,71.2
249,4,39.1042,84.6372,71.2
250,4,40.6209,1.79576,71.2
